ID_Tactique,ID_Match,ID_Joueur,Zones_Influence,Transitions_Rapides,Pressions_Réussies
10964,451,832,Défensive,13,20
10965,451,884,Offensive,11,17
10966,451,93,Défensive,7,12
10967,451,87,Offensive,6,5
10968,451,56,Offensive,8,17
10969,452,658,Défensive,0,0
10970,452,697,Défensive,0,0
10971,452,786,Défensive,0,0
10972,452,249,Médiane,3,13
10973,452,893,Toute Surface,13,13
10974,452,509,Toute Surface,12,11
10975,452,354,Médiane,16,9
10976,452,205,Offensive,7,20
10977,452,301,Toute Surface,6,14
10978,452,767,Médiane,5,12
10979,452,219,Défensive,8,14
10980,452,432,Médiane,3,13
10981,452,879,Médiane,9,9
10982,452,164,Toute Surface,7,17
10983,452,242,Offensive,12,20
10984,452,261,Défensive,8,22
10985,452,811,Toute Surface,7,12
10986,452,931,Toute Surface,14,4
10987,452,376,Défensive,9,12
10988,452,680,Toute Surface,7,7
10989,452,832,Médiane,5,16
10990,452,884,Toute Surface,8,14
10991,452,93,Défensive,6,6
10992,452,87,Médiane,6,8
10993,452,56,Toute Surface,8,18
10994,453,658,Défensive,0,0
10995,453,697,Défensive,0,0
10996,453,786,Défensive,0,0
10997,453,249,Défensive,4,7
10998,453,893,Offensive,8,15
10999,453,509,Offensive,6,17
11000,453,354,Toute Surface,10,8
11001,453,205,Défensive,10,13
11002,453,301,Médiane,3,15
11003,453,767,Offensive,3,10
11004,453,219,Toute Surface,6,10
11005,453,432,Toute Surface,5,12
11006,453,879,Défensive,10,10
11007,453,164,Médiane,8,10
11008,453,242,Toute Surface,7,12
11009,453,261,Offensive,11,11
11010,453,811,Toute Surface,5,13
11011,453,931,Médiane,14,4
11012,453,376,Défensive,8,15
11013,453,680,Toute Surface,3,12
11014,453,832,Médiane,12,11
11015,453,884,Toute Surface,7,15
11016,453,93,Toute Surface,6,8
11017,453,87,Offensive,4,7
11018,453,56,Offensive,5,14
11019,454,658,Défensive,0,0
11020,454,697,Défensive,0,0
11021,454,786,Défensive,0,0
11022,454,249,Offensive,8,8
11023,454,893,Offensive,5,11
11024,454,509,Offensive,8,14
11025,454,354,Toute Surface,13,6
11026,454,205,Offensive,11,11
11027,454,301,Médiane,8,6
11028,454,767,Toute Surface,4,5
11029,454,219,Toute Surface,5,12
11030,454,432,Offensive,4,9
11031,454,879,Offensive,14,8
11032,454,164,Défensive,12,16
11033,454,242,Offensive,11,15
11034,454,261,Défensive,7,17
11035,454,811,Offensive,5,8
11036,454,931,Médiane,14,7
11037,454,376,Médiane,12,18
11038,454,680,Offensive,8,9
11039,454,832,Médiane,8,19
11040,454,884,Défensive,12,18
11041,454,93,Toute Surface,4,13
11042,454,87,Offensive,5,12
11043,454,56,Médiane,5,19
11044,455,658,Défensive,0,0
11045,455,697,Défensive,0,0
11046,455,786,Défensive,0,0
11047,455,249,Toute Surface,4,8
11048,455,893,Toute Surface,6,9
11049,455,509,Médiane,10,11
11050,455,354,Défensive,8,9
11051,455,205,Défensive,7,9
11052,455,301,Défensive,7,6
11053,455,767,Toute Surface,4,9
11054,455,219,Défensive,4,13
11055,455,432,Toute Surface,4,11
11056,455,879,Médiane,9,4
11057,455,164,Défensive,9,13
11058,455,242,Médiane,6,9
11059,455,261,Défensive,9,17
11060,455,811,Défensive,7,11
11061,455,931,Médiane,9,3
11062,455,376,Offensive,10,9
11063,455,680,Offensive,4,6
11064,455,832,Défensive,10,9
11065,455,884,Défensive,8,9
11066,455,93,Médiane,4,10
11067,455,87,Défensive,6,8
11068,455,56,Toute Surface,9,15
11069,456,658,Défensive,0,0
11070,456,697,Défensive,0,0
11071,456,786,Défensive,0,0
11072,456,249,Toute Surface,6,8
11073,456,893,Toute Surface,9,9
11074,456,509,Offensive,10,9
11075,456,354,Défensive,13,3
11076,456,205,Toute Surface,9,16
11077,456,301,Offensive,7,10
11078,456,767,Médiane,4,4
11079,456,219,Défensive,6,7
11080,456,432,Toute Surface,3,5
11081,456,879,Médiane,9,2
11082,456,164,Médiane,9,17
11083,456,242,Toute Surface,8,12
11084,456,261,Médiane,10,10
11085,456,811,Défensive,7,12
11086,456,931,Défensive,7,2
11087,456,376,Défensive,9,18
11088,456,680,Toute Surface,5,11
11089,456,832,Médiane,10,9
11090,456,884,Médiane,4,18
11091,456,93,Médiane,2,5
11092,456,87,Offensive,3,13
11093,456,56,Offensive,8,9
11094,457,658,Défensive,0,0
11095,457,697,Défensive,0,0
11096,457,786,Défensive,0,0
11097,457,249,Défensive,4,16
11098,457,893,Offensive,8,11
11099,457,509,Offensive,9,13
11100,457,354,Médiane,14,9
11101,457,205,Toute Surface,11,22
11102,457,301,Toute Surface,6,13
11103,457,767,Toute Surface,6,12
11104,457,219,Défensive,8,14
11105,457,432,Médiane,3,5
11106,457,879,Médiane,9,6
11107,457,164,Toute Surface,11,20
11108,457,242,Médiane,9,12
11109,457,261,Offensive,5,15
11110,457,811,Défensive,6,9
11111,457,931,Toute Surface,12,4
11112,457,376,Médiane,9,11
11113,457,680,Médiane,7,6
11114,457,832,Défensive,13,12
11115,457,884,Toute Surface,11,19
11116,457,93,Offensive,5,12
11117,457,87,Toute Surface,7,5
11118,457,56,Médiane,13,16
11119,458,658,Défensive,0,0
11120,458,697,Défensive,0,0
11121,458,786,Défensive,0,0
11122,458,249,Toute Surface,5,12
11123,458,893,Offensive,7,15
11124,458,509,Toute Surface,7,13
11125,458,354,Offensive,8,4
11126,458,205,Défensive,9,16
11127,458,301,Défensive,4,9
11128,458,767,Offensive,3,13
11129,458,219,Offensive,3,9
11130,458,432,Médiane,5,12
11131,458,879,Médiane,11,4
11132,458,164,Offensive,6,9
11133,458,242,Offensive,4,16
11134,458,261,Défensive,8,15
11135,458,811,Toute Surface,2,11
11136,458,931,Défensive,9,4
11137,458,376,Offensive,9,12
11138,458,680,Défensive,3,10
11139,458,832,Médiane,7,14
11140,458,884,Offensive,8,14
11141,458,93,Médiane,4,4
11142,458,87,Défensive,2,13
11143,458,56,Médiane,8,12
11144,459,658,Défensive,0,0
11145,459,697,Défensive,0,0
11146,459,786,Défensive,0,0
11147,459,249,Médiane,7,5
11148,459,893,Médiane,6,12
11149,459,509,Défensive,7,9
11150,459,354,Médiane,7,2
11151,459,205,Offensive,7,17
11152,459,301,Médiane,2,9
11153,459,767,Médiane,6,5
11154,459,219,Toute Surface,5,8
11155,459,432,Toute Surface,5,13
11156,459,879,Défensive,9,6
11157,459,164,Offensive,5,14
11158,459,242,Médiane,8,9
11159,459,261,Défensive,4,18
11160,459,811,Offensive,7,8
11161,459,931,Offensive,8,2
11162,459,376,Toute Surface,9,15
11163,459,680,Offensive,5,11
11164,459,832,Toute Surface,6,11
11165,459,884,Défensive,7,18
11166,459,93,Médiane,7,13
11167,459,87,Médiane,7,6
11168,459,56,Médiane,6,17
11169,460,97,Défensive,0,0
11170,460,489,Aucune,0,0
11171,460,567,Aucune,0,0
11172,460,188,Toute Surface,12,2
11173,460,286,Offensive,5,4
11174,460,628,Médiane,5,17
11175,460,313,Défensive,3,8
11176,460,588,Défensive,9,9
11177,460,145,Offensive,9,3
11178,460,654,Aucune,0,0
11179,460,236,Offensive,5,12
11180,460,917,Défensive,5,9
11181,460,79,Aucune,0,0
11182,460,316,Médiane,9,9
11183,460,565,Aucune,0,0
11184,460,260,Offensive,10,6
11185,460,550,Aucune,0,0
11186,460,104,Aucune,0,0
11187,460,472,Médiane,9,4
11188,460,906,Toute Surface,4,10
11189,460,469,Aucune,0,0
11190,460,47,Médiane,3,11
11191,460,871,Aucune,0,0
11192,460,561,Médiane,6,12
11193,460,657,Défensive,3,4
11194,461,97,Défensive,0,0
11195,461,489,Aucune,0,0
11196,461,567,Aucune,0,0
11197,461,188,Offensive,9,5
11198,461,286,Médiane,2,11
11199,461,628,Défensive,10,17
11200,461,313,Médiane,5,13
11201,461,588,Médiane,7,3
11202,461,145,Offensive,7,4
11203,461,654,Offensive,12,6
11204,461,236,Médiane,7,16
11205,461,917,Médiane,7,9
11206,461,79,Aucune,0,0
11207,461,316,Offensive,8,10
11208,461,565,Toute Surface,13,3
11209,461,260,Médiane,9,3
11210,461,550,Aucune,0,0
11211,461,104,Défensive,5,11
11212,461,472,Défensive,12,8
11213,461,906,Défensive,10,9
11214,461,469,Aucune,0,0
11215,461,47,Défensive,3,9
11216,461,871,Médiane,2,10
11217,461,561,Médiane,5,9
11218,461,657,Toute Surface,3,8
11219,462,97,Défensive,0,0
11220,462,489,Défensive,0,0
11221,462,567,Aucune,0,0
11222,462,188,Défensive,15,11
11223,462,286,Médiane,6,9
11224,462,628,Médiane,12,11
11225,462,313,Médiane,6,11
11226,462,588,Défensive,16,3
11227,462,145,Défensive,12,5
11228,462,654,Offensive,15,9
11229,462,236,Offensive,9,13
11230,462,917,Médiane,6,15
11231,462,79,Aucune,0,0
11232,462,316,Défensive,8,18
11233,462,565,Toute Surface,16,3
11234,462,260,Offensive,8,4
11235,462,550,Défensive,3,8
11236,462,104,Médiane,9,13
11237,462,472,Médiane,13,6
11238,462,906,Toute Surface,13,16
11239,462,469,Médiane,12,15
11240,462,47,Toute Surface,5,13
11241,462,871,Offensive,5,16
11242,462,561,Offensive,6,19
11243,462,657,Défensive,4,8
11244,463,97,Défensive,0,0
11245,463,489,Défensive,0,0
11246,463,567,Aucune,0,0
11247,463,188,Offensive,13,3
11248,463,286,Défensive,4,8
11249,463,628,Médiane,12,12
11250,463,313,Défensive,6,5
11251,463,588,Défensive,8,5
11252,463,145,Offensive,15,7
11253,463,654,Médiane,13,7
11254,463,236,Médiane,7,17
11255,463,917,Offensive,3,11
11256,463,79,Médiane,7,5
11257,463,316,Offensive,5,10
11258,463,565,Défensive,13,7
11259,463,260,Médiane,8,4
11260,463,550,Toute Surface,5,5
11261,463,104,Toute Surface,5,10
11262,463,472,Toute Surface,10,5
11263,463,906,Offensive,7,17
11264,463,469,Médiane,12,16
11265,463,47,Médiane,3,13
11266,463,871,Offensive,4,7
11267,463,561,Médiane,9,15
11268,463,657,Toute Surface,8,5
11269,464,97,Défensive,0,0
11270,464,489,Défensive,0,0
11271,464,567,Aucune,0,0
11272,464,188,Défensive,13,6
11273,464,286,Toute Surface,3,5
11274,464,628,Offensive,5,11
11275,464,313,Toute Surface,2,7
11276,464,588,Offensive,9,8
11277,464,145,Offensive,9,4
11278,464,654,Toute Surface,11,9
11279,464,236,Médiane,6,10
11280,464,917,Toute Surface,3,10
11281,464,79,Défensive,7,9
11282,464,316,Médiane,9,13
11283,464,565,Défensive,12,4
11284,464,260,Défensive,11,8
11285,464,550,Offensive,7,6
11286,464,104,Offensive,5,18
11287,464,472,Toute Surface,12,6
11288,464,906,Toute Surface,9,13
11289,464,469,Toute Surface,10,9
11290,464,47,Médiane,6,9
11291,464,871,Défensive,2,5
11292,464,561,Offensive,4,11
11293,464,657,Défensive,2,10
11294,465,97,Défensive,0,0
11295,465,489,Défensive,0,0
11296,465,567,Aucune,0,0
11297,465,188,Défensive,11,9
11298,465,286,Médiane,4,13
11299,465,628,Médiane,9,17
11300,465,313,Défensive,4,16
11301,465,588,Médiane,9,6
11302,465,145,Défensive,12,9
11303,465,654,Médiane,11,7
11304,465,236,Défensive,13,18
11305,465,917,Offensive,4,13
11306,465,79,Médiane,5,11
11307,465,316,Médiane,13,19
11308,465,565,Toute Surface,13,11
11309,465,260,Médiane,16,5
11310,465,550,Médiane,5,7
11311,465,104,Défensive,6,19
11312,465,472,Toute Surface,16,5
11313,465,906,Médiane,8,18
11314,465,469,Médiane,5,12
11315,465,47,Offensive,6,5
11316,465,871,Médiane,3,13
11317,465,561,Offensive,8,15
11318,465,657,Offensive,3,15
11319,466,97,Défensive,0,0
11320,466,489,Défensive,0,0
11321,466,567,Défensive,0,0
11322,466,188,Offensive,8,8
11323,466,286,Offensive,3,8
11324,466,628,Offensive,8,17
11325,466,313,Toute Surface,7,8
11326,466,588,Offensive,10,8
11327,466,145,Offensive,12,10
11328,466,654,Offensive,12,7
11329,466,236,Offensive,11,11
11330,466,917,Offensive,7,14
11331,466,79,Offensive,6,8
11332,466,316,Défensive,10,13
11333,466,565,Toute Surface,14,9
11334,466,260,Toute Surface,12,8
11335,466,550,Offensive,3,6
11336,466,104,Médiane,7,16
11337,466,472,Toute Surface,13,7
11338,466,906,Offensive,12,14
11339,466,469,Toute Surface,11,14
11340,466,47,Toute Surface,8,15
11341,466,871,Défensive,8,14
11342,466,561,Défensive,7,18
11343,466,657,Défensive,6,5
11344,467,97,Défensive,0,0
11345,467,489,Défensive,0,0
11346,467,567,Défensive,0,0
11347,467,188,Offensive,15,7
11348,467,286,Médiane,5,5
11349,467,628,Médiane,8,16
11350,467,313,Médiane,6,7
11351,467,588,Défensive,9,9
11352,467,145,Médiane,8,8
11353,467,654,Offensive,9,7
11354,467,236,Toute Surface,9,17
11355,467,917,Offensive,5,6
11356,467,79,Toute Surface,5,11
11357,467,316,Toute Surface,6,18
11358,467,565,Offensive,10,10
11359,467,260,Offensive,11,3
11360,467,550,Toute Surface,7,6
11361,467,104,Défensive,5,15
11362,467,472,Offensive,13,6
11363,467,906,Toute Surface,12,15
11364,467,469,Médiane,11,13
11365,467,47,Toute Surface,4,5
11366,467,871,Offensive,3,10
11367,467,561,Offensive,11,17
11368,467,657,Toute Surface,6,7
11369,468,97,Défensive,0,0
11370,468,489,Défensive,0,0
11371,468,567,Défensive,0,0
11372,468,188,Défensive,12,3
11373,468,286,Toute Surface,7,7
11374,468,628,Toute Surface,7,18
11375,468,313,Médiane,7,9
11376,468,588,Offensive,9,5
11377,468,145,Offensive,13,8
11378,468,654,Toute Surface,9,2
11379,468,236,Défensive,8,14
11380,468,917,Offensive,4,13
11381,468,79,Défensive,6,9
11382,468,316,Défensive,7,15
11383,468,565,Offensive,9,3
11384,468,260,Défensive,13,9
11385,468,550,Offensive,4,7
11386,468,104,Offensive,8,16
11387,468,472,Défensive,11,9
11388,468,906,Toute Surface,9,16
11389,468,469,Toute Surface,5,14
11390,468,47,Défensive,2,11
11391,468,871,Médiane,2,7
11392,468,561,Médiane,4,10
11393,468,657,Médiane,5,12
11394,469,97,Défensive,0,0
11395,469,489,Défensive,0,0
11396,469,567,Défensive,0,0
11397,469,188,Médiane,11,7
11398,469,286,Offensive,2,13
11399,469,628,Médiane,10,12
11400,469,313,Toute Surface,4,9
11401,469,588,Médiane,8,5
11402,469,145,Défensive,8,8
11403,469,654,Toute Surface,9,8
11404,469,236,Offensive,10,10
11405,469,917,Défensive,3,13
11406,469,79,Toute Surface,5,9
11407,469,316,Médiane,6,15
11408,469,565,Médiane,8,2
11409,469,260,Toute Surface,8,2
11410,469,550,Offensive,7,6
11411,469,104,Toute Surface,9,13
11412,469,472,Défensive,8,9
11413,469,906,Offensive,9,14
11414,469,469,Offensive,9,14
11415,469,47,Défensive,7,11
11416,469,871,Offensive,2,12
11417,469,561,Offensive,5,18
11418,469,657,Offensive,7,13
11419,470,97,Défensive,0,0
11420,470,489,Défensive,0,0
11421,470,567,Défensive,0,0
11422,470,188,Médiane,11,9
11423,470,286,Défensive,5,15
11424,470,628,Toute Surface,5,18
11425,470,313,Défensive,5,9
11426,470,588,Toute Surface,11,8
11427,470,145,Défensive,11,7
11428,470,654,Toute Surface,12,11
11429,470,236,Médiane,5,16
11430,470,917,Toute Surface,8,12
11431,470,79,Défensive,7,5
11432,470,316,Défensive,5,22
11433,470,565,Défensive,14,3
11434,470,260,Médiane,11,3
11435,470,550,Toute Surface,5,7
11436,470,104,Toute Surface,13,13
11437,470,472,Médiane,15,4
11438,470,906,Offensive,12,13
11439,470,469,Toute Surface,13,11
11440,470,47,Toute Surface,3,16
11441,470,871,Offensive,7,16
11442,470,561,Toute Surface,7,20
11443,470,657,Médiane,6,16
11444,471,97,Défensive,0,0
11445,471,489,Défensive,0,0
11446,471,567,Défensive,0,0
11447,471,188,Médiane,12,5
11448,471,286,Offensive,4,12
11449,471,628,Défensive,8,18
11450,471,313,Défensive,7,6
11451,471,588,Défensive,15,9
11452,471,145,Défensive,15,7
11453,471,654,Médiane,8,11
11454,471,236,Défensive,13,16
11455,471,917,Toute Surface,7,14
11456,471,79,Défensive,7,5
11457,471,316,Médiane,11,12
11458,471,565,Toute Surface,13,7
11459,471,260,Offensive,14,9
11460,471,550,Défensive,3,15
11461,471,104,Offensive,12,19
11462,471,472,Médiane,12,5
11463,471,906,Offensive,13,13
11464,471,469,Défensive,11,19
11465,471,47,Toute Surface,7,13
11466,471,871,Médiane,7,14
11467,471,561,Offensive,6,17
11468,471,657,Offensive,6,13
11469,472,97,Défensive,0,0
11470,472,489,Défensive,0,0
11471,472,567,Défensive,0,0
11472,472,188,Offensive,8,2
11473,472,286,Défensive,6,9
11474,472,628,Offensive,5,18
11475,472,313,Offensive,4,9
11476,472,588,Médiane,7,2
11477,472,145,Médiane,7,2
11478,472,654,Médiane,9,3
11479,472,236,Toute Surface,9,9
11480,472,917,Médiane,2,7
11481,472,79,Défensive,2,9
11482,472,316,Toute Surface,7,13
11483,472,565,Médiane,9,8
11484,472,260,Médiane,13,7
11485,472,550,Défensive,5,4
11486,472,104,Toute Surface,10,13
11487,472,472,Offensive,9,3
11488,472,906,Défensive,8,14
11489,472,469,Toute Surface,9,12
11490,472,47,Toute Surface,2,13
11491,472,871,Médiane,4,10
11492,472,561,Toute Surface,9,10
11493,472,657,Médiane,4,6
11494,473,97,Défensive,0,0
11495,473,489,Défensive,0,0
11496,473,567,Défensive,0,0
11497,473,188,Médiane,7,2
11498,473,286,Médiane,4,13
11499,473,628,Défensive,5,15
11500,473,313,Offensive,5,11
11501,473,588,Toute Surface,7,8
11502,473,145,Médiane,7,3
11503,473,654,Médiane,8,5
11504,473,236,Défensive,6,9
11505,473,917,Toute Surface,2,6
11506,473,79,Offensive,4,7
11507,473,316,Toute Surface,9,12
11508,473,565,Offensive,9,2
11509,473,260,Toute Surface,12,6
11510,473,550,Défensive,6,9
11511,473,104,Défensive,9,13
11512,473,472,Offensive,8,3
11513,473,906,Toute Surface,9,10
11514,473,469,Toute Surface,4,15
11515,473,47,Défensive,3,13
11516,473,871,Défensive,5,12
11517,473,561,Toute Surface,4,11
11518,473,657,Offensive,5,6
11519,474,97,Défensive,0,0
11520,474,489,Défensive,0,0
11521,474,567,Défensive,0,0
11522,474,188,Défensive,11,4
11523,474,286,Toute Surface,4,12
11524,474,628,Toute Surface,6,17
11525,474,313,Défensive,4,14
11526,474,588,Toute Surface,12,3
11527,474,145,Toute Surface,11,7
11528,474,654,Offensive,12,3
11529,474,236,Défensive,12,10
11530,474,917,Défensive,6,12
11531,474,79,Défensive,8,9
11532,474,316,Médiane,12,11
11533,474,565,Médiane,15,10
11534,474,260,Défensive,8,4
11535,474,550,Défensive,7,7
11536,474,104,Médiane,10,17
11537,474,472,Médiane,14,7
11538,474,906,Toute Surface,7,19
11539,474,469,Défensive,12,14
11540,474,47,Médiane,4,11
11541,474,871,Défensive,8,13
11542,474,561,Défensive,8,15
11543,474,657,Médiane,7,6
11544,475,97,Défensive,0,0
11545,475,489,Défensive,0,0
11546,475,567,Défensive,0,0
11547,475,188,Médiane,14,3
11548,475,286,Toute Surface,4,7
11549,475,628,Médiane,11,19
11550,475,313,Toute Surface,3,5
11551,475,588,Médiane,11,6
11552,475,145,Toute Surface,15,8
11553,475,654,Offensive,14,8
11554,475,236,Médiane,8,17
11555,475,917,Médiane,5,12
11556,475,79,Défensive,4,14
11557,475,316,Toute Surface,11,18
11558,475,565,Défensive,12,5
11559,475,260,Toute Surface,10,4
11560,475,550,Toute Surface,5,11
11561,475,104,Défensive,12,19
11562,475,472,Toute Surface,11,10
11563,475,906,Offensive,11,12
11564,475,469,Toute Surface,7,12
11565,475,47,Toute Surface,6,11
11566,475,871,Offensive,8,11
11567,475,561,Médiane,11,15
11568,475,657,Toute Surface,3,15
11569,476,97,Défensive,0,0
11570,476,489,Défensive,0,0
11571,476,567,Défensive,0,0
11572,476,188,Défensive,10,4
11573,476,286,Médiane,8,6
11574,476,628,Offensive,7,17
11575,476,313,Offensive,3,13
11576,476,588,Toute Surface,15,5
11577,476,145,Défensive,9,9
11578,476,654,Toute Surface,14,7
11579,476,236,Médiane,11,18
11580,476,917,Défensive,8,15
11581,476,79,Défensive,4,12
11582,476,316,Offensive,8,16
11583,476,565,Médiane,12,8
11584,476,260,Toute Surface,9,10
11585,476,550,Offensive,3,5
11586,476,104,Médiane,8,11
11587,476,472,Défensive,9,8
11588,476,906,Défensive,8,11
11589,476,469,Offensive,12,17
11590,476,47,Offensive,4,12
11591,476,871,Défensive,5,7
11592,476,561,Offensive,7,12
11593,476,657,Offensive,5,6
11594,477,97,Défensive,0,0
11595,477,489,Défensive,0,0
11596,477,567,Défensive,0,0
11597,477,188,Offensive,13,3
11598,477,286,Médiane,4,5
11599,477,628,Offensive,8,11
11600,477,313,Médiane,7,15
11601,477,588,Défensive,16,7
11602,477,145,Médiane,8,8
11603,477,654,Toute Surface,14,5
11604,477,236,Offensive,7,14
11605,477,917,Défensive,3,11
11606,477,79,Médiane,6,5
11607,477,316,Offensive,7,13
11608,477,565,Défensive,9,8
11609,477,260,Offensive,14,5
11610,477,550,Défensive,3,7
11611,477,104,Médiane,9,14
11612,477,472,Offensive,13,11
11613,477,906,Défensive,5,16
11614,477,469,Offensive,8,13
11615,477,47,Toute Surface,7,5
11616,477,871,Offensive,4,8
11617,477,561,Défensive,7,18
11618,477,657,Défensive,7,6
11619,478,97,Défensive,0,0
11620,478,489,Défensive,0,0
11621,478,567,Défensive,0,0
11622,478,188,Toute Surface,9,8
11623,478,286,Médiane,6,13
11624,478,628,Toute Surface,9,18
11625,478,313,Défensive,4,9
11626,478,588,Offensive,8,7
11627,478,145,Toute Surface,9,9
11628,478,654,Défensive,13,7
11629,478,236,Offensive,10,13
11630,478,917,Médiane,5,5
11631,478,79,Défensive,2,4
11632,478,316,Offensive,4,9
11633,478,565,Médiane,10,4
11634,478,260,Défensive,9,2
11635,478,550,Défensive,4,9
11636,478,104,Toute Surface,9,14
11637,478,472,Défensive,12,4
11638,478,906,Toute Surface,9,12
11639,478,469,Toute Surface,7,9
11640,478,47,Médiane,2,8
11641,478,871,Défensive,5,10
11642,478,561,Défensive,10,18
11643,478,657,Défensive,5,8
11644,479,97,Défensive,0,0
11645,479,489,Défensive,0,0
11646,479,567,Défensive,0,0
11647,479,188,Toute Surface,11,6
11648,479,286,Médiane,6,12
11649,479,628,Toute Surface,12,12
11650,479,313,Toute Surface,6,12
11651,479,588,Offensive,15,7
11652,479,145,Médiane,8,11
11653,479,654,Défensive,16,11
11654,479,236,Offensive,13,11
11655,479,917,Médiane,3,8
11656,479,79,Médiane,6,11
11657,479,316,Toute Surface,8,11
11658,479,565,Défensive,16,7
11659,479,260,Offensive,15,6
11660,479,550,Défensive,5,9
11661,479,104,Médiane,12,11
11662,479,472,Toute Surface,16,11
11663,479,906,Médiane,13,18
11664,479,469,Défensive,11,13
11665,479,47,Offensive,8,16
11666,479,871,Défensive,8,12
11667,479,561,Offensive,8,17
11668,479,657,Offensive,7,9
11669,480,97,Défensive,0,0
11670,480,489,Défensive,0,0
11671,480,567,Défensive,0,0
11672,480,188,Défensive,14,11
11673,480,286,Toute Surface,4,9
11674,480,628,Toute Surface,7,18
11675,480,313,Médiane,4,16
11676,480,588,Défensive,12,7
11677,480,145,Médiane,13,9
11678,480,654,Médiane,14,8
11679,480,236,Toute Surface,7,18
11680,480,917,Offensive,6,16
11681,480,79,Offensive,8,14
11682,480,316,Offensive,8,22
11683,480,565,Défensive,11,6
11684,480,260,Toute Surface,16,6
11685,480,550,Toute Surface,4,12
11686,480,104,Toute Surface,11,17
11687,480,472,Toute Surface,11,8
11688,480,906,Médiane,9,14
11689,480,469,Offensive,13,15
11690,480,47,Défensive,5,16
11691,480,871,Médiane,6,5
11692,480,561,Défensive,6,17
11693,480,657,Toute Surface,8,12
11694,481,97,Défensive,0,0
11695,481,489,Défensive,0,0
11696,481,567,Défensive,0,0
11697,481,188,Défensive,8,7
11698,481,286,Défensive,8,5
11699,481,628,Médiane,9,16
11700,481,313,Toute Surface,4,13
11701,481,588,Toute Surface,9,6
11702,481,145,Médiane,16,8
11703,481,654,Médiane,8,11
11704,481,236,Offensive,11,20
11705,481,917,Médiane,6,7
11706,481,79,Toute Surface,8,13
11707,481,316,Médiane,8,20
11708,481,565,Défensive,12,6
11709,481,260,Défensive,9,8
11710,481,550,Médiane,7,9
11711,481,104,Défensive,13,13
11712,481,472,Défensive,9,7
11713,481,906,Médiane,11,11
11714,481,469,Défensive,8,17
11715,481,47,Toute Surface,8,8
11716,481,871,Médiane,6,13
11717,481,561,Toute Surface,7,12
11718,481,657,Toute Surface,7,12
11719,482,97,Défensive,0,0
11720,482,489,Défensive,0,0
11721,482,567,Défensive,0,0
11722,482,188,Médiane,11,7
11723,482,286,Offensive,8,13
11724,482,628,Défensive,6,22
11725,482,313,Défensive,3,13
11726,482,588,Défensive,13,5
11727,482,145,Défensive,16,7
11728,482,654,Offensive,11,6
11729,482,236,Offensive,7,20
11730,482,917,Médiane,5,12
11731,482,79,Toute Surface,4,8
11732,482,316,Médiane,9,15
11733,482,565,Toute Surface,14,6
11734,482,260,Offensive,16,6
11735,482,550,Défensive,7,14
11736,482,104,Défensive,8,15
11737,482,472,Toute Surface,11,9
11738,482,906,Offensive,9,12
11739,482,469,Toute Surface,7,12
11740,482,47,Médiane,7,9
11741,482,871,Offensive,4,15
11742,482,561,Défensive,8,17
11743,482,657,Offensive,7,5
11744,483,97,Défensive,0,0
11745,483,489,Défensive,0,0
11746,483,567,Défensive,0,0
11747,483,188,Médiane,13,8
11748,483,286,Toute Surface,2,6
11749,483,628,Toute Surface,5,18
11750,483,313,Toute Surface,6,9
11751,483,588,Toute Surface,11,6
11752,483,145,Toute Surface,12,7
11753,483,654,Toute Surface,10,4
11754,483,236,Médiane,9,12
11755,483,917,Offensive,7,12
11756,483,79,Défensive,2,10
11757,483,316,Médiane,10,16
11758,483,565,Médiane,13,7
11759,483,260,Médiane,10,8
11760,483,550,Toute Surface,2,8
11761,483,104,Offensive,9,12
11762,483,472,Toute Surface,8,3
11763,483,906,Offensive,4,10
11764,483,469,Défensive,6,18
11765,483,47,Défensive,3,7
11766,483,871,Offensive,7,8
11767,483,561,Médiane,9,14
11768,483,657,Offensive,5,9
11769,484,97,Défensive,0,0
11770,484,489,Défensive,0,0
11771,484,567,Défensive,0,0
11772,484,188,Offensive,11,6
11773,484,286,Défensive,3,5
11774,484,628,Toute Surface,5,20
11775,484,313,Toute Surface,6,11
11776,484,588,Défensive,13,10
11777,484,145,Défensive,15,7
11778,484,654,Médiane,9,3
11779,484,236,Offensive,6,19
11780,484,917,Médiane,4,8
11781,484,79,Médiane,7,12
11782,484,316,Offensive,10,15
11783,484,565,Offensive,11,9
11784,484,260,Médiane,8,8
11785,484,550,Toute Surface,4,6
11786,484,104,Médiane,9,14
11787,484,472,Médiane,15,8
11788,484,906,Défensive,5,12
11789,484,469,Défensive,8,12
11790,484,47,Toute Surface,6,15
11791,484,871,Toute Surface,7,8
11792,484,561,Offensive,9,17
11793,484,657,Médiane,8,8
11794,485,97,Défensive,0,0
11795,485,489,Défensive,0,0
11796,485,567,Défensive,0,0
11797,485,188,Défensive,8,11
11798,485,286,Toute Surface,6,13
11799,485,628,Toute Surface,9,18
11800,485,313,Défensive,7,15
11801,485,588,Défensive,8,4
11802,485,145,Médiane,11,8
11803,485,654,Défensive,14,6
11804,485,236,Médiane,8,15
11805,485,917,Médiane,4,6
11806,485,79,Toute Surface,5,15
11807,485,316,Toute Surface,5,19
11808,485,565,Toute Surface,12,9
11809,485,260,Défensive,13,8
11810,485,550,Offensive,4,6
11811,485,104,Offensive,8,19
11812,485,472,Défensive,15,11
