ID_Athletique,ID_Match,ID_Joueur,VO2_Max,Distance_Parcourue,Vitesse_Max,Vitesse_Moyenne,Hauteur_Saut,Puissance_Membres,Force_Maximale,Temps_Récupération
8470,352,213,52.69,5.1,21.02,6.07,73.69,411.47,117.32,2.33
8471,352,610,54.35,6.609999999999999,24.9,9.02,63.05,440.07,85.05,10.0
8472,352,582,54.86,6.39,26.08,10.47,56.57,500.45,96.41,7.56
8473,352,723,55.79,8.34,25.43,9.23,61.33,565.12,75.89,10.0
8474,352,689,51.65,6.18,24.51,9.16,51.99,560.81,108.19,10.0
8475,352,449,57.07,7.31,27.5,11.57,63.05,746.25,70.78,4.33
8476,352,668,54.34,7.79,27.64,12.92,52.38,693.72,96.33,7.56
8477,352,176,51.21,8.89,27.05,10.9,58.11,513.22,80.6,7.67
8478,352,529,51.02,8.93,29.42,11.09,52.55,436.11,61.16,8.0
8479,352,833,51.77,8.55,28.63,9.71,62.53,455.08,84.07,2.44
8480,352,571,54.13,7.1899999999999995,27.78,11.07,50.93,564.14,91.08,2.44
8481,352,476,54.76,9.74,26.43,11.67,64.18,596.45,80.24,10.0
8482,352,939,57.5,9.64,28.28,11.4,64.73,412.05,115.13,5.22
8483,352,434,53.01,9.34,28.5,9.84,59.54,589.58,93.41,4.78
8484,352,348,53.06,9.84,28.3,12.39,48.24,515.38,99.79,6.0
8485,352,942,54.7,7.02,32.16,11.92,55.79,744.64,95.65,10.0
8486,352,748,56.45,8.28,28.2,9.73,50.74,736.11,66.31,10.0
8487,352,147,55.26,8.31,24.26,9.65,46.52,689.86,62.33,2.0
8488,352,825,57.27,9.33,26.26,12.06,63.96,689.32,74.02,10.0
8489,352,212,50.39,7.26,25.73,12.86,48.91,459.65,90.6,4.67
8490,352,756,49.89,9.94,29.59,12.21,60.44,612.4,111.4,10.0
8491,352,211,53.56,7.98,27.28,12.78,47.4,543.94,114.99,4.0
8492,352,827,53.74,7.26,27.97,12.16,50.49,622.68,83.33,7.44
8493,352,468,49.75,8.32,29.45,11.87,54.95,663.88,60.84,2.56
8494,353,728,55.42,5.460000000000001,23.6,7.119999999999999,62.98,482.26,73.2,10.0
8495,353,213,56.79,5.130000000000001,21.81,9.14,57.22,554.37,62.23,10.0
8496,353,610,51.76,5.609999999999999,21.31,9.01,70.58,600.87,119.48,3.67
8497,353,582,48.46,7.029999999999999,25.3,10.2,63.35,536.8,116.43,7.56
8498,353,723,54.74,7.58,29.56,11.89,48.91,511.79,72.5,3.67
8499,353,689,53.21,8.97,29.37,9.93,50.02,674.49,73.49,5.44
8500,353,449,54.67,9.24,29.21,12.35,61.11,617.59,108.47,4.33
8501,353,668,54.59,8.83,29.64,11.5,49.65,685.06,81.74,3.11
8502,353,176,52.38,6.86,29.3,10.87,48.81,697.51,71.59,10.0
8503,353,529,52.17,6.53,28.86,10.09,51.28,535.61,74.28,8.0
8504,353,833,51.68,9.38,29.36,12.52,53.09,687.59,108.53,2.44
8505,353,571,57.53,6.6,25.29,8.06,61.77,671.04,100.91,2.44
8506,353,476,53.79,7.17,28.45,11.64,56.28,735.52,102.01,4.56
8507,353,939,53.68,9.54,29.68,11.25,45.25,496.76,119.7,4.11
8508,353,434,48.16,8.02,25.88,12.53,54.63,410.32,119.14,5.89
8509,353,348,55.53,8.21,25.24,10.01,52.46,570.87,61.38,6.0
8510,353,942,49.77,8.12,29.26,13.0,56.87,453.07,71.93,10.0
8511,353,748,48.95,9.48,30.4,9.65,52.58,505.99,116.16,6.33
8512,353,147,57.52,7.109999999999999,25.81,9.0,62.24,406.77,93.09,2.0
8513,353,825,54.79,8.89,28.58,12.4,54.79,607.18,115.41,10.0
8514,353,212,52.91,9.28,28.71,10.65,47.61,449.65,88.78,4.67
8515,353,756,50.12,9.59,31.96,10.24,56.41,670.5,76.89,6.89
8516,353,211,54.89,9.91,26.55,12.21,51.9,499.08,81.6,10.0
8517,353,827,50.45,7.42,25.49,11.97,64.59,471.75,84.25,6.33
8518,353,468,55.44,7.93,28.81,9.15,54.99,692.05,68.42,2.56
8519,354,728,55.47,4.51,21.26,8.5,60.91,644.68,106.39,10.0
8520,354,213,49.09,4.1,22.74,6.16,73.96000000000001,539.96,99.79,10.0
8521,354,610,51.07,5.640000000000001,23.42,7.68,55.78,450.99,68.14,4.11
8522,354,582,51.76,8.61,28.98,11.91,62.42,580.91,93.42,6.22
8523,354,723,57.76,6.86,29.16,8.36,54.52,676.11,118.42,3.67
8524,354,689,51.38,8.95,24.22,10.57,46.7,460.36,72.28,7.44
8525,354,449,56.26,8.16,29.32,11.21,57.89,597.62,109.54,10.0
8526,354,668,57.92,9.23,27.09,10.6,47.41,499.37,82.03,3.11
8527,354,176,51.55,7.17,26.44,11.66,53.81,697.3,105.05,2.56
8528,354,529,50.98,7.279999999999999,25.52,10.18,64.07,403.3,77.94,8.0
8529,354,833,48.06,9.23,28.75,12.3,58.97,583.68,101.17,7.44
8530,354,571,51.9,7.0,27.8,8.52,54.94,411.98,71.5,3.78
8531,354,476,53.85,8.26,27.58,10.09,45.24,605.88,90.19,4.56
8532,354,939,57.12,7.25,27.15,9.14,46.1,527.02,117.19,4.11
8533,354,434,52.2,7.91,27.24,9.43,59.06,661.53,96.31,10.0
8534,354,348,51.28,7.34,25.74,12.84,63.35,640.29,81.07,10.0
8535,354,942,57.15,9.63,27.89,11.31,64.35,695.55,92.66,2.56
8536,354,748,53.2,8.56,28.08,9.31,54.23,708.9,108.74,10.0
8537,354,147,49.4,7.09,23.17,10.79,48.91,691.3,82.96,10.0
8538,354,825,54.65,7.58,27.32,9.24,49.7,726.85,100.98,10.0
8539,354,212,51.01,9.66,25.95,9.01,45.78,453.35,68.36,4.67
8540,354,756,54.05,9.88,30.19,9.89,62.03,689.92,92.67,6.33
8541,354,211,56.98,7.91,30.11,11.7,62.77,675.38,109.27,3.67
8542,354,827,51.27,7.81,28.0,10.73,51.56,570.93,115.01,5.89
8543,354,468,55.56,7.82,26.77,10.89,45.49,571.29,60.98,2.56
8544,355,728,49.04,4.9,25.7,8.93,70.64,431.44,78.76,5.0
8545,355,213,56.66,5.73,24.19,6.390000000000001,56.14,572.34,94.09,10.0
8546,355,610,54.13,6.199999999999999,22.52,6.23,66.07,507.29,113.3,10.0
8547,355,582,49.34,7.109999999999999,28.25,11.1,45.57,402.7,60.6,6.22
8548,355,723,53.33,6.55,28.34,11.52,52.11,696.68,107.09,3.67
8549,355,689,56.19,6.33,23.24,11.05,58.69,685.41,83.48,10.0
8550,355,449,55.29,7.28,32.1,10.13,58.42,526.4200000000001,77.06,5.89
8551,355,668,48.86,8.97,26.74,11.9,58.14,539.16,91.26,3.11
8552,355,176,57.11,8.85,28.72,11.78,61.7,485.98,101.31,5.78
8553,355,529,50.86,7.960000000000001,27.31,11.18,55.53,550.09,71.15,3.56
8554,355,833,56.43,8.83,30.05,11.8,54.63,539.81,89.23,6.44
8555,355,571,50.53,7.890000000000001,28.96,8.99,57.65,501.48,97.97,10.0
8556,355,476,51.79,7.4,31.52,10.9,50.88,727.05,108.93,4.56
8557,355,939,56.0,8.2,30.5,9.61,63.52,558.7,72.56,4.22
8558,355,434,55.41,9.31,30.51,11.58,56.42,636.32,86.36,10.0
8559,355,348,57.95,9.56,27.4,12.01,62.63,587.81,119.92,10.0
8560,355,942,54.79,8.16,31.67,9.68,54.53,540.73,104.12,10.0
8561,355,748,52.59,9.43,30.09,10.87,55.42,458.13,73.04,6.0
8562,355,147,48.6,6.29,24.77,11.26,63.16,668.97,101.01,4.0
8563,355,825,51.49,8.06,32.730000000000004,12.98,52.06,627.56,85.12,4.11
8564,355,212,53.8,9.05,31.32,12.73,51.48,695.24,91.83,4.67
8565,355,756,56.89,9.0,32.14,12.74,47.97,613.17,119.96,6.33
8566,355,211,56.63,8.12,31.86,10.27,50.82,576.28,83.7,10.0
8567,355,827,51.24,8.68,30.97,10.65,50.55,551.62,102.83,5.89
8568,355,468,55.89,9.04,26.28,11.88,54.53,560.29,79.41,5.0
8569,356,728,54.97,6.619999999999999,22.82,8.19,63.59,579.55,80.57,5.0
8570,356,213,51.93,4.39,25.81,8.15,63.64,408.17,81.35,10.0
8571,356,610,54.39,4.53,24.97,6.51,73.34,697.6,102.74,10.0
8572,356,582,53.56,6.46,24.32,10.7,51.91,465.5,95.23,10.0
8573,356,723,49.51,6.22,29.79,9.62,64.46,547.33,113.85,10.0
8574,356,689,51.86,6.84,24.95,11.65,54.81,696.31,112.06,10.0
8575,356,449,52.15,7.0,31.24,11.52,46.21,492.98,65.11,8.11
8576,356,668,50.38,8.51,28.69,11.01,55.96,684.28,102.14,6.44
8577,356,176,55.5,7.859999999999999,25.45,9.47,57.1,412.87,96.15,2.0
8578,356,529,55.33,7.8100000000000005,29.04,10.97,57.41,412.72,82.07,6.67
8579,356,833,51.63,7.39,28.35,9.2,51.67,620.81,107.52,6.44
8580,356,571,54.85,8.89,26.26,11.23,58.96,664.09,112.21,10.0
8581,356,476,48.31,8.48,32.5,9.96,57.27,666.83,72.51,3.33
8582,356,939,53.07,7.9,25.72,9.11,54.71,642.15,100.62,4.22
8583,356,434,48.62,9.98,27.65,10.8,54.17,505.74,70.52,10.0
8584,356,348,56.34,8.45,26.86,9.8,45.3,651.71,80.69,10.0
8585,356,942,50.71,8.52,29.65,10.12,63.47,519.86,94.94,3.56
8586,356,748,50.37,8.23,26.76,10.93,48.83,695.64,106.09,2.0
8587,356,147,57.43,6.9,26.02,10.51,55.81,590.87,98.63,4.0
8588,356,825,51.65,7.44,31.85,9.14,55.06,639.23,116.36,7.22
8589,356,212,49.81,9.11,30.24,11.03,46.66,410.84,107.43,10.0
8590,356,756,57.9,7.16,28.95,11.38,50.73,504.31,66.35,10.0
8591,356,211,53.17,8.91,31.81,10.53,48.44,583.87,77.98,8.22
8592,356,827,52.21,9.22,25.05,9.61,51.69,590.13,88.98,5.89
8593,356,468,55.96,7.94,27.51,11.13,53.7,572.27,108.38,2.78
8594,357,728,54.42,4.37,20.37,9.14,57.05,625.45,72.86,2.0
8595,357,213,49.34,5.68,25.17,7.779999999999999,68.28999999999999,584.5,81.57,10.0
8596,357,610,51.34,6.609999999999999,23.15,9.43,60.72,533.42,75.52,10.0
8597,357,582,54.89,7.15,26.47,11.07,48.34,613.24,98.34,10.0
8598,357,723,52.1,7.76,23.72,10.36,51.67,462.18,71.1,3.33
8599,357,689,53.76,6.61,23.98,9.9,62.42,644.85,83.23,10.0
8600,357,449,50.07,8.09,31.13,10.94,57.94,450.89,100.62,8.11
8601,357,668,57.77,8.68,29.64,12.18,62.23,424.31,99.38,5.22
8602,357,176,53.24,6.7,25.67,9.16,61.35,473.26,115.15,4.78
8603,357,529,51.35,8.11,23.28,10.92,54.09,602.1,88.59,6.67
8604,357,833,57.76,7.5,31.21,9.62,52.07,701.36,84.83,4.67
8605,357,571,56.5,6.46,23.15,8.85,45.09,472.63,97.67,10.0
8606,357,476,48.56,7.47,26.15,10.39,53.64,709.78,71.74,3.33
8607,357,939,55.47,8.23,29.18,9.66,52.35,485.59,116.63,10.0
8608,357,434,56.53,7.7,25.53,12.35,46.51,545.8,82.87,5.33
8609,357,348,57.62,8.88,25.29,10.89,60.96,595.96,79.48,10.0
8610,357,942,52.02,9.79,31.87,12.48,45.6,460.55,99.17,10.0
8611,357,748,51.77,9.33,26.21,9.41,50.77,714.43,87.68,2.0
8612,357,147,52.23,7.16,24.32,9.21,56.25,412.26,91.5,4.0
8613,357,825,48.95,8.52,32.07,9.34,49.83,695.34,71.73,6.44
8614,357,212,54.53,9.69,28.52,12.06,61.34,456.32,73.47,10.0
8615,357,756,54.34,8.72,32.06,11.61,49.98,675.27,97.68,3.56
8616,357,211,52.4,9.02,31.5,11.42,45.7,663.31,96.38,8.22
8617,357,827,53.75,7.53,30.32,9.53,56.9,617.2,109.28,6.67
8618,357,468,56.9,9.83,30.32,9.38,48.51,590.41,69.52,8.22
8619,358,728,57.91,4.56,24.77,8.38,70.72999999999999,617.88,67.4,2.0
8620,358,213,50.84,5.460000000000001,22.49,7.1,63.21,505.14,79.26,10.0
8621,358,610,51.15,4.38,24.25,9.81,55.84,681.2,74.15,3.22
8622,358,582,50.67,7.710000000000001,25.25,10.49,61.66,401.68,105.04,10.0
8623,358,723,50.09,8.23,26.02,8.53,59.7,504.12,82.41,6.44
8624,358,689,50.58,8.94,26.21,11.94,48.56,674.54,116.82,7.11
8625,358,449,48.85,9.78,29.2,12.04,45.82,712.64,103.3,6.78
8626,358,668,52.29,7.17,28.07,11.99,60.87,577.28,95.34,10.0
8627,358,176,51.86,6.13,23.8,10.33,56.16,693.31,76.04,3.56
8628,358,529,51.88,6.84,28.51,11.99,61.2,632.31,66.61,6.67
8629,358,833,56.15,8.94,29.25,11.69,47.37,564.7,115.29,4.67
8630,358,571,53.33,7.699999999999999,23.35,11.63,61.79,678.35,62.1,10.0
8631,358,476,48.35,8.31,29.95,10.74,57.63,474.42,95.74,5.0
8632,358,939,57.81,8.4,26.74,12.65,56.49,631.02,87.39,10.0
8633,358,434,57.56,8.8,25.96,11.75,58.47,575.27,62.48,10.0
8634,358,348,56.13,8.35,30.11,12.2,50.24,506.43,66.65,2.89
8635,358,942,57.19,8.61,30.1,11.82,48.77,512.13,61.39,7.11
8636,358,748,56.59,8.69,32.8,11.36,45.56,655.7,97.84,2.0
8637,358,147,55.37,6.99,29.45,8.66,45.64,608.01,79.71,4.0
8638,358,825,57.75,8.11,31.69,12.87,54.65,642.23,113.5,5.0
8639,358,212,48.79,9.27,31.43,10.76,52.85,542.52,98.97,10.0
8640,358,756,52.11,7.7,26.85,9.09,53.67,484.05,119.73,10.0
8641,358,211,55.13,9.15,30.86,10.35,48.67,696.24,89.47,8.22
8642,358,827,49.49,7.04,27.84,9.19,47.12,513.47,60.24,10.0
8643,358,468,48.77,7.83,30.03,11.07,62.53,518.01,105.72,2.89
8644,359,728,55.5,5.09,25.63,8.72,62.67,668.12,110.91,3.33
8645,359,213,49.89,4.57,20.44,6.390000000000001,66.34,620.09,98.14,10.0
8646,359,610,57.22,5.5600000000000005,26.18,9.56,64.12,600.1,81.22,4.44
8647,359,582,48.6,7.210000000000001,29.71,11.34,58.37,597.46,94.36,4.89
8648,359,723,50.68,7.460000000000001,28.37,8.73,46.42,683.74,78.75,6.44
8649,359,689,52.79,8.64,27.12,9.58,55.7,641.77,91.34,7.11
8650,359,449,50.05,7.45,30.93,11.9,62.08,740.41,60.12,7.78
8651,359,668,48.83,8.64,27.48,9.52,55.62,406.6,62.69,10.0
8652,359,176,57.91,7.76,27.33,8.03,64.86,463.59,114.87,5.56
8653,359,529,52.37,7.83,24.72,10.57,45.03,533.77,71.34,10.0
8654,359,833,51.98,8.19,27.62,11.42,57.5,622.26,75.89,10.0
8655,359,571,57.61,7.6,25.42,11.14,61.24,577.02,112.04,6.67
8656,359,476,55.11,7.05,29.41,12.39,47.28,623.0,82.0,5.0
8657,359,939,57.67,7.11,25.58,11.68,61.52,643.35,98.33,7.67
8658,359,434,55.36,7.18,29.96,12.89,60.76,523.09,119.47,10.0
8659,359,348,48.06,8.51,26.5,11.64,51.8,474.42,117.42,2.89
8660,359,942,53.21,9.55,26.07,11.57,52.44,683.59,96.04,7.11
8661,359,748,57.69,8.13,32.21,11.0,60.02,502.25,77.04,2.33
8662,359,147,55.49,7.630000000000001,23.31,8.34,55.24,581.65,101.16,10.0
8663,359,825,57.79,9.33,31.55,9.07,58.64,677.38,81.57,5.0
8664,359,212,48.92,7.28,28.56,12.86,63.05,574.53,99.92,10.0
8665,359,756,54.72,8.67,29.35,10.45,63.52,578.1,90.65,5.11
8666,359,211,53.19,7.71,25.68,9.3,57.51,584.63,113.2,8.22
8667,359,827,57.26,7.61,26.68,11.7,64.3,535.5,94.55,10.0
8668,359,468,50.29,9.33,28.89,9.65,64.11,461.29,108.31,2.22
8669,360,728,53.75,5.5600000000000005,25.2,9.78,74.28,637.23,101.12,3.0
8670,360,213,56.51,5.35,23.01,9.02,60.74,411.22,97.48,10.0
8671,360,610,54.08,6.6,20.99,6.01,58.66,648.99,70.4,2.22
8672,360,582,48.79,6.97,24.71,11.58,52.27,506.52,82.02,10.0
8673,360,723,54.04,6.56,26.02,10.13,61.58,677.47,72.27,6.44
8674,360,689,50.8,6.52,26.0,11.14,52.98,407.34,95.69,7.0
8675,360,449,53.18,7.85,30.97,12.03,58.32,566.81,98.89,2.56
8676,360,668,48.72,9.95,30.27,12.12,64.63,505.7,110.84,10.0
8677,360,176,57.85,6.09,28.0,8.94,47.12,405.37,90.05,5.56
8678,360,529,57.96,8.86,28.93,9.0,51.02,599.34,89.27,3.56
8679,360,833,52.46,8.08,29.38,9.1,59.64,491.42,74.89,10.0
8680,360,571,56.69,6.63,25.55,11.3,52.38,626.07,93.57,10.0
8681,360,476,49.2,9.51,30.36,10.4,64.04,677.6,84.06,3.78
8682,360,939,51.19,9.31,26.96,12.9,52.29,631.13,88.18,7.67
8683,360,434,51.71,8.99,25.02,12.42,54.09,418.16,71.27,10.0
8684,360,348,53.97,7.51,25.11,12.95,62.84,639.81,95.23,7.44
8685,360,942,51.17,7.95,28.97,9.0,45.52,550.11,61.38,7.11
8686,360,748,53.61,8.46,28.7,11.6,49.53,534.02,75.0,2.33
8687,360,147,56.64,8.19,29.43,11.56,58.05,554.7,61.57,10.0
8688,360,825,55.47,9.79,30.14,9.94,62.61,728.13,69.23,10.0
8689,360,212,52.64,7.54,31.27,9.01,48.37,463.37,74.81,10.0
8690,360,756,53.98,7.3,31.78,10.55,50.65,454.98,100.85,6.22
8691,360,211,54.03,8.01,31.76,9.51,58.54,659.18,100.27,7.78
8692,360,827,55.63,9.69,26.48,10.17,64.46,415.26,88.73,10.0
8693,360,468,48.14,8.26,27.8,11.08,59.14,576.95,113.48,6.44
8694,361,728,53.74,4.43,24.27,9.87,64.58,447.48,76.19,10.0
8695,361,213,50.31,4.5,21.55,9.64,56.68,473.64,101.07,10.0
8696,361,610,56.73,5.039999999999999,24.53,6.76,57.54,691.84,108.36,2.22
8697,361,582,54.48,6.87,28.29,9.14,53.5,539.48,100.98,10.0
8698,361,723,48.1,7.529999999999999,29.24,10.54,51.19,579.34,112.02,8.33
8699,361,689,55.61,7.85,24.33,11.04,46.29,634.13,67.32,7.0
8700,361,449,55.33,7.8,32.870000000000005,10.99,52.04,453.27,72.41,10.0
8701,361,668,51.28,7.3,27.8,9.17,45.82,417.71,116.17,10.0
8702,361,176,55.54,8.25,29.04,10.57,46.06,561.36,113.73,8.22
8703,361,529,54.54,6.27,26.33,9.62,56.98,559.82,92.62,3.56
8704,361,833,54.72,9.06,31.68,12.78,45.76,597.82,68.54,10.0
8705,361,571,50.64,7.779999999999999,24.98,9.84,58.07,685.34,80.38,10.0
8706,361,476,56.1,8.36,26.88,10.32,63.08,462.13,106.16,4.44
8707,361,939,48.73,7.47,27.98,12.37,52.83,565.1,97.62,5.56
8708,361,434,54.52,9.01,27.11,11.23,62.34,471.45,98.75,10.0
8709,361,348,50.67,9.05,29.01,9.63,64.29,441.21,82.26,6.33
8710,361,942,56.65,7.37,32.510000000000005,10.65,47.57,690.42,61.33,2.0
8711,361,748,50.63,7.12,32.94,11.58,62.99,663.06,119.92,3.89
8712,361,147,51.41,8.96,24.65,11.94,56.97,606.09,118.82,10.0
8713,361,825,53.37,7.41,30.99,10.28,58.59,614.8,97.89,10.0
8714,361,212,53.48,7.11,25.7,10.22,63.38,616.15,94.98,3.67
8715,361,756,49.34,7.08,32.94,12.73,57.4,625.93,61.9,2.0
8716,361,211,51.16,8.36,28.48,9.11,63.95,447.43,68.55,7.78
8717,361,827,53.8,9.06,30.12,12.57,57.09,555.39,68.09,6.11
8718,361,468,54.34,9.77,31.46,12.41,62.76,552.42,60.09,6.44
8719,362,728,51.81,4.78,22.94,8.31,65.14,524.11,70.41,10.0
8720,362,213,53.09,4.76,25.77,8.82,58.7,518.67,80.89,10.0
8721,362,610,55.38,6.24,25.37,9.68,64.35,698.02,93.57,2.22
8722,362,582,56.7,8.68,26.23,9.33,50.86,536.77,109.06,10.0
8723,362,723,51.52,7.869999999999999,28.97,9.89,50.72,459.85,76.71,10.0
8724,362,689,53.73,7.859999999999999,23.39,9.5,47.8,646.75,103.69,7.89
8725,362,449,56.21,7.33,31.27,12.46,56.53,567.9,68.77,2.0
8726,362,668,52.87,7.24,25.66,12.04,54.84,551.43,99.51,10.0
8727,362,176,49.19,8.23,26.08,11.6,61.79,608.64,103.94,3.22
8728,362,529,49.05,7.859999999999999,28.28,10.87,48.47,465.49,106.31,6.78
8729,362,833,50.86,8.99,29.04,12.93,63.6,622.17,62.61,10.0
8730,362,571,49.72,8.18,28.46,10.65,55.37,548.89,93.22,10.0
8731,362,476,49.02,9.86,27.51,12.9,54.93,664.9,92.52,3.0
8732,362,939,50.79,8.41,31.95,12.54,46.05,412.03,97.69,2.11
8733,362,434,53.94,9.34,28.12,12.57,51.5,497.53,66.95,8.22
8734,362,348,51.4,7.52,31.41,11.19,59.86,542.42,91.76,2.0
8735,362,942,57.27,9.98,31.53,12.61,62.9,749.38,65.14,7.0
8736,362,748,54.1,9.34,30.43,10.65,45.63,505.33,117.43,8.22
8737,362,147,53.78,8.59,25.39,8.27,60.66,597.11,108.09,10.0
8738,362,825,52.63,9.91,27.83,12.34,63.01,617.58,93.62,10.0
8739,362,212,50.35,8.98,31.75,11.6,62.75,657.22,78.25,10.0
8740,362,756,50.75,8.46,27.49,10.79,48.35,474.1,62.34,2.0
8741,362,211,52.76,9.89,26.84,11.55,57.9,564.47,104.65,7.78
8742,362,827,53.23,8.35,25.95,9.07,60.39,416.97,104.98,10.0
8743,362,468,55.53,8.63,27.84,9.53,45.74,635.66,115.83,6.44
8744,363,728,55.16,6.35,26.88,7.42,67.66,501.11,70.21,10.0
8745,363,213,52.4,6.300000000000001,24.93,9.29,73.27000000000001,571.71,98.98,10.0
8746,363,610,52.91,4.84,26.1,6.33,66.72999999999999,618.18,73.57,10.0
8747,363,582,51.11,7.42,26.47,10.72,53.82,670.29,84.26,10.0
8748,363,723,57.26,8.08,29.17,10.7,51.25,523.45,66.61,6.22
8749,363,689,52.29,6.71,25.36,8.82,48.29,463.16,119.36,2.56
8750,363,449,57.05,8.19,30.85,11.07,63.4,573.31,91.75,4.44
8751,363,668,50.64,7.57,28.94,10.21,49.17,693.4,101.65,10.0
8752,363,176,52.15,8.45,24.35,8.34,45.26,661.19,83.99,6.33
8753,363,529,53.29,6.98,23.64,9.75,55.99,513.34,74.11,10.0
8754,363,833,57.76,9.29,26.58,12.57,55.74,619.95,83.65,10.0
8755,363,571,53.42,8.76,23.1,9.09,53.83,685.81,78.06,10.0
8756,363,476,51.07,7.45,27.74,9.16,51.78,671.57,73.42,3.67
8757,363,939,55.79,9.65,31.88,12.06,46.57,609.95,119.03,6.33
8758,363,434,52.33,8.44,31.91,10.53,55.57,495.94,87.67,8.22
8759,363,348,48.59,8.71,30.54,10.83,50.99,524.37,65.29,3.67
8760,363,942,57.67,8.9,26.32,9.84,57.53,453.47,67.82,7.0
8761,363,748,52.53,8.91,29.4,10.27,63.53,501.94,95.74,8.22
8762,363,147,54.78,6.65,29.24,8.24,62.43,490.99,97.03,7.44
8763,363,825,57.87,7.9,31.88,12.01,51.71,483.71,80.67,10.0
8764,363,212,50.78,7.03,30.31,11.62,59.67,675.8,115.19,10.0
8765,363,756,48.69,8.63,31.44,11.91,59.48,727.41,113.12,5.56
8766,363,211,53.61,7.25,30.59,12.64,53.3,492.44,109.5,3.78
8767,363,827,57.07,9.34,28.83,10.44,52.48,423.11,89.6,10.0
8768,363,468,51.42,9.7,29.76,12.38,58.74,645.05,103.79,10.0
8769,364,728,54.95,5.51,23.26,8.4,67.41,470.06,107.7,3.78
8770,364,213,53.15,4.61,20.97,7.960000000000001,66.1,405.14,66.23,10.0
8771,364,610,57.81,6.01,20.69,6.880000000000001,72.14,623.34,106.2,3.22
8772,364,582,54.53,8.24,28.24,9.56,46.13,677.25,97.93,10.0
8773,364,723,57.34,6.67,27.44,8.59,62.42,494.87,89.42,4.0
8774,364,689,56.13,6.0,29.68,10.24,48.4,549.57,87.99,2.56
8775,364,449,49.45,7.84,32.11,10.7,61.48,467.5,70.6,10.0
8776,364,668,51.71,8.38,31.78,11.77,51.28,594.66,79.42,10.0
8777,364,176,57.3,6.05,24.38,11.35,50.23,425.68,102.56,6.78
8778,364,529,54.47,6.93,29.33,11.25,49.59,503.18,108.54,4.89
8779,364,833,51.09,9.01,31.09,12.3,48.0,625.8,106.38,6.0
8780,364,571,48.33,8.47,24.04,11.31,53.44,404.34,60.13,10.0
8781,364,476,54.93,7.65,32.39,9.69,64.83,593.85,74.69,10.0
8782,364,939,51.33,8.14,31.95,9.75,48.01,559.43,81.84,6.22
8783,364,434,55.11,8.89,30.69,10.23,53.73,520.35,84.2,8.22
8784,364,348,50.71,8.03,29.71,10.8,64.6,580.55,74.33,3.67
8785,364,942,54.02,7.58,30.53,10.05,62.24,578.11,117.57,5.11
8786,364,748,51.18,8.43,30.44,11.2,59.71,555.55,71.3,10.0
8787,364,147,51.61,6.62,29.09,10.98,63.57,409.02,114.83,7.44
8788,364,825,56.54,7.17,26.44,9.38,57.18,667.01,87.69,6.44
8789,364,212,53.39,7.58,25.66,12.97,62.72,444.31,68.16,10.0
8790,364,756,49.65,7.44,30.23,12.36,58.68,580.39,68.16,5.56
8791,364,211,49.43,7.44,31.68,9.83,64.92,453.54,67.34,3.56
8792,364,827,56.64,7.77,29.33,12.12,55.59,523.96,60.24,10.0
8793,364,468,57.92,7.26,26.19,10.22,45.06,555.4,113.99,10.0
8794,365,728,56.32,6.27,25.94,8.92,63.45,640.18,117.38,3.78
8795,365,213,55.35,6.57,21.53,8.29,59.1,402.36,70.44,4.22
8796,365,610,56.82,6.890000000000001,20.77,8.7,55.13,400.42,89.48,10.0
8797,365,582,56.79,8.97,24.59,9.18,50.11,460.13,78.83,10.0
8798,365,723,57.4,6.7,23.13,11.53,63.81,641.31,77.9,2.0
8799,365,689,49.1,7.09,26.75,8.42,53.21,668.66,80.64,7.0
8800,365,449,56.09,8.37,27.87,10.26,63.23,713.71,66.04,2.0
8801,365,668,48.34,9.35,29.71,9.96,49.5,639.22,99.25,10.0
8802,365,176,55.2,7.949999999999999,23.74,8.43,46.79,470.56,81.68,3.56
8803,365,529,58.0,7.93,25.85,9.25,47.41,506.83,100.99,10.0
8804,365,833,55.81,8.95,30.96,12.59,62.84,683.77,61.64,6.44
8805,365,571,52.01,7.42,27.85,8.24,59.32,609.71,98.7,10.0
8806,365,476,56.8,9.07,26.59,11.08,58.88,714.23,75.54,10.0
8807,365,939,49.82,8.31,26.04,9.68,55.4,663.28,95.1,6.22
8808,365,434,56.21,7.42,28.27,12.36,57.99,428.23,104.36,10.0
8809,365,348,49.67,7.71,27.97,12.42,50.06,421.41,93.83,3.67
8810,365,942,48.85,7.53,27.23,10.96,58.78,475.09,111.12,5.11
8811,365,748,57.72,7.06,27.21,10.63,50.8,739.49,93.25,8.33
8812,365,147,53.72,7.26,23.05,10.18,58.51,402.66,76.73,3.0
8813,365,825,51.98,9.2,32.980000000000004,11.39,48.64,673.45,75.23,10.0
8814,365,212,54.7,7.25,25.73,10.34,59.01,520.92,109.05,5.78
8815,365,756,57.78,8.66,26.59,9.21,49.1,527.03,98.07,8.22
8816,365,211,53.24,8.83,25.07,11.86,56.27,571.9,84.75,3.56
8817,365,827,52.86,9.78,29.6,11.4,47.84,536.61,99.56,10.0
8818,365,468,51.88,7.02,31.35,10.11,61.27,556.56,82.24,10.0
8819,366,728,53.73,5.220000000000001,23.26,9.41,65.0,539.04,103.66,3.78
8820,366,213,52.36,4.07,23.91,6.75,62.87,485.39,80.06,4.22
