ID_Entrainement,ID_Joueur,Date_Entrainement,Durée,Intensité,Distance_Parcourue,Sprint_Max,Type_Exercice,Catégorie,Saison
44420,723,2023-10-20,105,Moyenne,6.8,29.61,Match d’entraînement,Cadet B,2023-2024
44421,476,2023-10-20,93,Élevée,8.41,32.62,Endurance,Cadet B,2023-2024
44422,449,2023-10-20,90,Faible,4.88,23.99,Endurance,Cadet B,2023-2024
44423,434,2023-10-20,69,Faible,4.92,22.56,Sprint,Cadet B,2023-2024
44424,689,2023-10-20,73,Élevée,9.05,31.06,Sprint,Cadet B,2023-2024
44425,348,2023-10-20,79,Élevée,8.54,32.47,Technique,Cadet B,2023-2024
44426,211,2023-10-20,118,Élevée,7.87,30.28,Match d’entraînement,Cadet B,2023-2024
44427,582,2023-10-20,63,Faible,4.46,22.81,Match d’entraînement,Cadet B,2023-2024
44428,212,2023-10-20,93,Élevée,9.34,32.56,Endurance,Cadet B,2023-2024
44429,571,2023-10-20,101,Élevée,7.93,30.73,Sprint,Cadet B,2023-2024
44430,147,2023-10-20,100,Faible,3.06,23.77,Endurance,Cadet B,2023-2024
44431,833,2023-10-20,96,Moyenne,6.87,26.41,Technique,Cadet B,2023-2024
44432,942,2023-10-20,104,Moyenne,6.03,28.75,Technique,Cadet B,2023-2024
44433,668,2023-10-20,63,Élevée,9.19,31.34,Technique,Cadet B,2023-2024
44434,728,2023-10-20,91,Élevée,7.89,31.26,Sprint,Cadet B,2023-2024
44435,939,2023-10-20,90,Élevée,9.21,31.94,Sprint,Cadet B,2023-2024
44436,213,2023-10-20,105,Faible,3.18,25.74,Endurance,Cadet B,2023-2024
44437,573,2023-10-20,64,Faible,4.8,21.91,Sprint,Elite,2023-2024
44438,621,2023-10-20,87,Faible,4.65,21.41,Technique,Elite,2023-2024
44439,229,2023-10-20,100,Élevée,7.9,32.07,Sprint,Elite,2023-2024
44440,115,2023-10-20,106,Moyenne,5.57,26.21,Sprint,Elite,2023-2024
44441,578,2023-10-20,94,Élevée,8.83,32.08,Endurance,Elite,2023-2024
44442,311,2023-10-20,86,Élevée,7.78,31.42,Sprint,Elite,2023-2024
44443,359,2023-10-20,73,Élevée,9.04,32.72,Technique,Elite,2023-2024
44444,968,2023-10-20,99,Moyenne,5.41,27.02,Endurance,Elite,2023-2024
44445,491,2023-10-20,119,Élevée,8.99,32.23,Match d’entraînement,Elite,2023-2024
44446,428,2023-10-20,110,Moyenne,6.5,29.64,Match d’entraînement,Elite,2023-2024
44447,774,2023-10-20,96,Faible,4.73,25.22,Sprint,Elite,2023-2024
44448,527,2023-10-20,114,Moyenne,7.29,29.96,Endurance,Elite,2023-2024
44449,42,2023-10-20,66,Faible,3.25,23.83,Endurance,Elite,2023-2024
44450,204,2023-10-20,90,Moyenne,5.41,28.71,Match d’entraînement,Elite,2023-2024
44451,646,2023-10-20,114,Faible,3.57,24.34,Technique,Elite,2023-2024
44452,810,2023-10-20,94,Faible,4.07,22.1,Sprint,Elite,2023-2024
44453,297,2023-10-20,108,Faible,4.8,24.48,Endurance,Elite,2023-2024
44454,162,2023-10-20,108,Élevée,7.87,31.79,Sprint,Elite,2023-2024
44455,793,2023-10-20,108,Élevée,8.39,30.33,Sprint,Elite,2023-2024
44456,269,2023-10-20,120,Élevée,9.23,31.02,Technique,Elite,2023-2024
44457,886,2023-10-20,113,Élevée,8.09,31.05,Endurance,Elite,2023-2024
44458,98,2023-10-20,97,Moyenne,6.91,28.23,Match d’entraînement,Elite,2023-2024
44459,879,2023-10-20,87,Élevée,9.58,31.88,Match d’entraînement,Junior,2023-2024
44460,432,2023-10-20,78,Faible,3.67,23.9,Match d’entraînement,Junior,2023-2024
44461,56,2023-10-20,67,Moyenne,5.56,29.57,Match d’entraînement,Junior,2023-2024
44462,832,2023-10-20,118,Faible,4.7,21.45,Sprint,Junior,2023-2024
44463,767,2023-10-20,115,Moyenne,6.29,27.44,Endurance,Junior,2023-2024
44464,376,2023-10-20,69,Moyenne,6.04,28.32,Sprint,Junior,2023-2024
44465,658,2023-10-20,113,Élevée,8.67,32.91,Match d’entraînement,Junior,2023-2024
44466,219,2023-10-20,84,Moyenne,6.04,28.78,Match d’entraînement,Junior,2023-2024
44467,354,2023-10-20,73,Élevée,8.79,30.39,Match d’entraînement,Junior,2023-2024
44468,249,2023-10-20,88,Moyenne,6.0,29.23,Sprint,Junior,2023-2024
44469,301,2023-10-20,96,Moyenne,6.39,26.01,Technique,Junior,2023-2024
44470,931,2023-10-20,77,Moyenne,6.49,26.34,Sprint,Junior,2023-2024
44471,242,2023-10-20,64,Élevée,9.35,31.94,Match d’entraînement,Junior,2023-2024
44472,811,2023-10-20,81,Moyenne,7.44,29.91,Endurance,Junior,2023-2024
44473,509,2023-10-20,79,Élevée,9.13,30.86,Sprint,Junior,2023-2024
44474,786,2023-10-20,114,Moyenne,5.42,28.05,Endurance,Junior,2023-2024
44475,697,2023-10-20,69,Faible,4.79,23.73,Sprint,Junior,2023-2024
44476,87,2023-10-20,74,Élevée,7.64,30.23,Sprint,Junior,2023-2024
44477,893,2023-10-20,98,Élevée,8.06,32.64,Sprint,Junior,2023-2024
44478,680,2023-10-20,68,Faible,3.5,20.12,Match d’entraînement,Junior,2023-2024
44479,164,2023-10-20,84,Faible,4.93,25.14,Endurance,Junior,2023-2024
44480,47,2023-10-20,86,Moyenne,7.3,26.62,Match d’entraînement,Minime A,2023-2024
44481,917,2023-10-20,69,Faible,3.52,21.87,Match d’entraînement,Minime A,2023-2024
44482,104,2023-10-20,67,Élevée,9.97,32.13,Match d’entraînement,Minime A,2023-2024
44483,871,2023-10-20,75,Faible,4.61,21.08,Technique,Minime A,2023-2024
44484,628,2023-10-20,85,Faible,3.39,25.17,Match d’entraînement,Minime A,2023-2024
44485,188,2023-10-20,67,Faible,3.65,23.11,Technique,Minime A,2023-2024
44486,588,2023-10-20,75,Faible,3.74,25.05,Endurance,Minime A,2023-2024
44487,472,2023-10-20,86,Faible,4.85,20.33,Endurance,Minime A,2023-2024
44488,316,2023-10-20,119,Faible,3.6,22.94,Technique,Minime A,2023-2024
44489,567,2023-10-20,110,Élevée,9.45,31.54,Sprint,Minime A,2023-2024
44490,286,2023-10-20,67,Faible,3.77,22.22,Endurance,Minime A,2023-2024
44491,97,2023-10-20,112,Faible,3.81,22.39,Technique,Minime A,2023-2024
44492,260,2023-10-20,62,Faible,3.08,22.9,Technique,Minime A,2023-2024
44493,550,2023-10-20,89,Faible,4.22,25.18,Match d’entraînement,Minime A,2023-2024
44494,654,2023-10-20,93,Moyenne,7.11,27.29,Match d’entraînement,Minime A,2023-2024
44495,236,2023-10-20,67,Moyenne,5.16,27.82,Endurance,Minime A,2023-2024
44496,657,2023-10-20,97,Élevée,9.13,30.64,Endurance,Minime A,2023-2024
44497,565,2023-10-20,98,Faible,4.01,24.95,Sprint,Minime A,2023-2024
44498,561,2023-10-20,90,Moyenne,6.24,26.64,Endurance,Minime A,2023-2024
44499,906,2023-10-20,60,Faible,3.58,25.62,Technique,Minime A,2023-2024
44500,489,2023-10-20,67,Élevée,9.42,32.58,Technique,Minime A,2023-2024
44501,982,2023-10-20,69,Faible,4.59,20.1,Match d’entraînement,Minime B,2023-2024
44502,88,2023-10-20,75,Faible,4.06,21.85,Technique,Minime B,2023-2024
44503,753,2023-10-20,103,Faible,3.37,20.28,Sprint,Minime B,2023-2024
44504,718,2023-10-20,112,Faible,3.65,25.58,Match d’entraînement,Minime B,2023-2024
44505,836,2023-10-20,86,Faible,3.69,20.13,Match d’entraînement,Minime B,2023-2024
44506,826,2023-10-20,72,Moyenne,7.17,28.68,Endurance,Minime B,2023-2024
44507,914,2023-10-20,76,Élevée,9.37,31.38,Technique,Minime B,2023-2024
44508,944,2023-10-20,87,Faible,4.12,24.25,Endurance,Minime B,2023-2024
44509,180,2023-10-20,61,Faible,3.93,23.67,Match d’entraînement,Minime B,2023-2024
44510,11,2023-10-20,72,Moyenne,6.86,28.82,Technique,Minime B,2023-2024
44511,215,2023-10-20,109,Moyenne,6.49,26.46,Sprint,Minime B,2023-2024
44512,168,2023-10-20,68,Moyenne,6.8,26.76,Sprint,Minime B,2023-2024
44513,843,2023-10-20,111,Faible,3.63,24.68,Technique,Minime B,2023-2024
44514,587,2023-10-20,103,Moyenne,7.38,27.66,Endurance,Minime B,2023-2024
44515,107,2023-10-20,79,Moyenne,5.05,26.38,Sprint,Minime B,2023-2024
44516,862,2023-10-20,120,Faible,4.78,21.16,Technique,Minime B,2023-2024
44517,590,2023-10-20,102,Faible,4.94,21.55,Technique,Senior,2023-2024
44518,77,2023-10-20,116,Faible,3.92,21.83,Sprint,Senior,2023-2024
44519,380,2023-10-20,83,Élevée,9.8,31.84,Sprint,Senior,2023-2024
44520,866,2023-10-20,81,Moyenne,5.71,27.08,Technique,Senior,2023-2024
44521,206,2023-10-20,99,Faible,4.26,24.91,Sprint,Senior,2023-2024
44522,18,2023-10-20,103,Élevée,9.89,31.9,Endurance,Senior,2023-2024
44523,726,2023-10-20,86,Élevée,9.89,32.04,Match d’entraînement,Senior,2023-2024
44524,406,2023-10-20,96,Élevée,7.58,31.03,Sprint,Senior,2023-2024
44525,100,2023-10-20,117,Moyenne,5.27,29.87,Match d’entraînement,Senior,2023-2024
44526,943,2023-10-20,60,Élevée,7.8,31.36,Match d’entraînement,Senior,2023-2024
44527,38,2023-10-20,70,Faible,4.46,22.68,Technique,Senior,2023-2024
44528,809,2023-10-20,66,Moyenne,6.06,29.77,Endurance,Senior,2023-2024
44529,664,2023-10-20,71,Faible,3.42,24.2,Sprint,Senior,2023-2024
44530,715,2023-10-20,83,Faible,3.34,24.55,Match d’entraînement,Senior,2023-2024
44531,897,2023-10-20,80,Moyenne,6.52,27.48,Technique,Senior,2023-2024
44532,731,2023-10-20,102,Faible,4.45,25.63,Technique,Senior,2023-2024
44533,342,2023-10-20,94,Élevée,8.29,32.4,Sprint,Senior,2023-2024
44534,30,2023-10-20,111,Moyenne,6.36,29.9,Match d’entraînement,Senior,2023-2024
44535,996,2023-10-20,89,Élevée,9.11,30.72,Match d’entraînement,Senior,2023-2024
44536,66,2023-10-20,104,Faible,3.65,22.02,Sprint,Senior,2023-2024
44537,849,2023-10-20,112,Faible,3.55,22.96,Technique,Senior,2023-2024
44538,89,2023-10-20,76,Élevée,7.67,31.7,Technique,Senior,2023-2024
44539,152,2023-10-23,114,Élevée,9.01,30.78,Technique,Cadet A,2023-2024
44540,393,2023-10-23,72,Moyenne,5.34,26.67,Endurance,Cadet A,2023-2024
44541,802,2023-10-23,96,Élevée,9.41,31.43,Technique,Cadet A,2023-2024
44542,757,2023-10-23,93,Élevée,9.6,32.27,Match d’entraînement,Cadet A,2023-2024
44543,974,2023-10-23,95,Élevée,9.03,32.9,Technique,Cadet A,2023-2024
44544,285,2023-10-23,83,Moyenne,6.29,28.64,Match d’entraînement,Cadet A,2023-2024
44545,807,2023-10-23,79,Faible,3.81,25.11,Endurance,Cadet A,2023-2024
44546,341,2023-10-23,73,Faible,4.09,24.89,Endurance,Cadet A,2023-2024
44547,688,2023-10-23,66,Moyenne,6.04,26.35,Technique,Cadet A,2023-2024
44548,895,2023-10-23,81,Élevée,7.93,31.49,Match d’entraînement,Cadet A,2023-2024
44549,818,2023-10-23,95,Élevée,7.74,30.84,Technique,Cadet A,2023-2024
44550,678,2023-10-23,90,Moyenne,7.1,29.85,Endurance,Cadet A,2023-2024
44551,666,2023-10-23,76,Moyenne,6.75,27.86,Endurance,Cadet A,2023-2024
44552,270,2023-10-23,65,Faible,4.86,23.44,Technique,Cadet A,2023-2024
44553,32,2023-10-23,97,Faible,3.34,24.48,Endurance,Cadet A,2023-2024
44554,445,2023-10-23,108,Faible,4.95,22.59,Sprint,Cadet A,2023-2024
44555,124,2023-10-23,114,Moyenne,6.37,29.66,Sprint,Cadet A,2023-2024
44556,439,2023-10-23,114,Moyenne,7.38,29.24,Sprint,Cadet A,2023-2024
44557,617,2023-10-23,71,Élevée,9.9,32.66,Technique,Cadet A,2023-2024
44558,881,2023-10-23,74,Moyenne,5.07,26.3,Technique,Cadet A,2023-2024
44559,414,2023-10-23,105,Élevée,8.23,32.61,Sprint,Cadet A,2023-2024
44560,434,2023-10-23,94,Faible,3.06,25.44,Technique,Cadet B,2023-2024
44561,939,2023-10-23,88,Moyenne,5.81,28.78,Technique,Cadet B,2023-2024
44562,176,2023-10-23,97,Élevée,9.9,31.97,Sprint,Cadet B,2023-2024
44563,942,2023-10-23,114,Moyenne,5.75,28.06,Sprint,Cadet B,2023-2024
44564,582,2023-10-23,69,Moyenne,5.43,27.05,Technique,Cadet B,2023-2024
44565,211,2023-10-23,85,Faible,3.57,21.76,Sprint,Cadet B,2023-2024
44566,571,2023-10-23,61,Moyenne,7.45,29.21,Sprint,Cadet B,2023-2024
44567,476,2023-10-23,106,Élevée,9.25,32.84,Sprint,Cadet B,2023-2024
44568,756,2023-10-23,71,Élevée,8.73,30.81,Endurance,Cadet B,2023-2024
44569,147,2023-10-23,94,Élevée,9.0,31.52,Sprint,Cadet B,2023-2024
44570,213,2023-10-23,80,Moyenne,6.41,27.71,Sprint,Cadet B,2023-2024
44571,833,2023-10-23,104,Faible,4.37,25.77,Endurance,Cadet B,2023-2024
44572,449,2023-10-23,113,Élevée,8.18,32.82,Endurance,Cadet B,2023-2024
44573,825,2023-10-23,61,Élevée,8.59,30.88,Sprint,Cadet B,2023-2024
44574,529,2023-10-23,94,Moyenne,7.43,29.29,Sprint,Cadet B,2023-2024
44575,468,2023-10-23,106,Faible,3.97,22.13,Sprint,Cadet B,2023-2024
44576,610,2023-10-23,75,Moyenne,6.74,29.43,Endurance,Cadet B,2023-2024
44577,728,2023-10-23,76,Faible,3.33,24.81,Endurance,Cadet B,2023-2024
44578,689,2023-10-23,112,Moyenne,6.12,29.0,Sprint,Cadet B,2023-2024
44579,348,2023-10-23,110,Faible,4.76,20.25,Match d’entraînement,Cadet B,2023-2024
44580,827,2023-10-23,63,Moyenne,5.16,28.89,Sprint,Cadet B,2023-2024
44581,723,2023-10-23,106,Élevée,7.65,30.42,Match d’entraînement,Cadet B,2023-2024
44582,810,2023-10-23,103,Élevée,9.41,32.1,Sprint,Elite,2023-2024
44583,311,2023-10-23,85,Moyenne,6.46,28.01,Technique,Elite,2023-2024
44584,573,2023-10-23,61,Faible,4.97,20.61,Technique,Elite,2023-2024
44585,269,2023-10-23,89,Élevée,7.99,32.14,Match d’entraînement,Elite,2023-2024
44586,461,2023-10-23,77,Moyenne,5.29,27.3,Endurance,Elite,2023-2024
44587,527,2023-10-23,60,Faible,3.1,21.47,Endurance,Elite,2023-2024
44588,578,2023-10-23,69,Moyenne,5.6,28.2,Sprint,Elite,2023-2024
44589,793,2023-10-23,116,Élevée,9.79,32.8,Endurance,Elite,2023-2024
44590,428,2023-10-23,74,Moyenne,7.21,29.88,Sprint,Elite,2023-2024
44591,229,2023-10-23,106,Élevée,8.42,32.61,Match d’entraînement,Elite,2023-2024
44592,115,2023-10-23,84,Élevée,9.79,30.9,Endurance,Elite,2023-2024
44593,669,2023-10-23,76,Élevée,8.43,31.73,Match d’entraînement,Elite,2023-2024
44594,237,2023-10-23,85,Élevée,9.58,32.83,Technique,Elite,2023-2024
44595,621,2023-10-23,114,Faible,3.97,21.24,Match d’entraînement,Elite,2023-2024
44596,359,2023-10-23,116,Moyenne,5.83,27.58,Technique,Elite,2023-2024
44597,968,2023-10-23,65,Moyenne,5.43,29.76,Technique,Elite,2023-2024
44598,162,2023-10-23,74,Moyenne,7.04,27.17,Endurance,Elite,2023-2024
44599,491,2023-10-23,113,Moyenne,7.21,28.1,Technique,Elite,2023-2024
44600,204,2023-10-23,101,Faible,4.91,21.91,Sprint,Elite,2023-2024
44601,886,2023-10-23,95,Élevée,9.67,32.52,Sprint,Elite,2023-2024
44602,98,2023-10-23,82,Élevée,9.12,31.85,Sprint,Elite,2023-2024
44603,680,2023-10-23,85,Élevée,8.75,30.02,Match d’entraînement,Junior,2023-2024
44604,219,2023-10-23,117,Moyenne,7.3,29.38,Match d’entraînement,Junior,2023-2024
44605,931,2023-10-23,63,Faible,4.66,20.74,Sprint,Junior,2023-2024
44606,884,2023-10-23,99,Faible,4.75,21.33,Sprint,Junior,2023-2024
44607,242,2023-10-23,91,Moyenne,7.4,26.59,Endurance,Junior,2023-2024
44608,432,2023-10-23,79,Moyenne,5.18,29.32,Endurance,Junior,2023-2024
44609,786,2023-10-23,89,Faible,4.44,25.07,Sprint,Junior,2023-2024
44610,832,2023-10-23,99,Élevée,7.99,31.77,Sprint,Junior,2023-2024
44611,376,2023-10-23,75,Moyenne,6.83,29.89,Match d’entraînement,Junior,2023-2024
44612,811,2023-10-23,105,Faible,3.45,22.63,Technique,Junior,2023-2024
44613,879,2023-10-23,99,Moyenne,5.99,28.13,Sprint,Junior,2023-2024
44614,354,2023-10-23,66,Élevée,9.89,31.4,Technique,Junior,2023-2024
44615,893,2023-10-23,84,Moyenne,7.17,27.17,Endurance,Junior,2023-2024
44616,767,2023-10-23,76,Moyenne,6.98,28.1,Technique,Junior,2023-2024
44617,93,2023-10-23,94,Élevée,9.49,30.07,Sprint,Junior,2023-2024
44618,249,2023-10-23,65,Élevée,8.57,32.24,Technique,Junior,2023-2024
44619,301,2023-10-23,65,Élevée,7.74,32.75,Endurance,Junior,2023-2024
44620,164,2023-10-23,66,Faible,4.08,24.41,Match d’entraînement,Junior,2023-2024
44621,56,2023-10-23,80,Moyenne,5.51,27.3,Sprint,Junior,2023-2024
44622,697,2023-10-23,84,Faible,4.89,25.94,Match d’entraînement,Junior,2023-2024
44623,654,2023-10-23,94,Faible,4.53,20.65,Technique,Minime A,2023-2024
44624,188,2023-10-23,107,Moyenne,6.31,29.5,Sprint,Minime A,2023-2024
44625,565,2023-10-23,118,Faible,4.75,21.34,Sprint,Minime A,2023-2024
44626,236,2023-10-23,112,Moyenne,6.98,26.51,Sprint,Minime A,2023-2024
44627,871,2023-10-23,97,Élevée,9.15,30.25,Endurance,Minime A,2023-2024
44628,567,2023-10-23,112,Faible,3.37,21.78,Technique,Minime A,2023-2024
44629,917,2023-10-23,64,Faible,3.36,25.88,Match d’entraînement,Minime A,2023-2024
44630,97,2023-10-23,113,Moyenne,7.14,27.91,Endurance,Minime A,2023-2024
44631,561,2023-10-23,110,Élevée,9.19,32.21,Match d’entraînement,Minime A,2023-2024
44632,469,2023-10-23,75,Moyenne,7.21,26.65,Match d’entraînement,Minime A,2023-2024
44633,79,2023-10-23,62,Élevée,7.74,31.24,Match d’entraînement,Minime A,2023-2024
44634,628,2023-10-23,91,Faible,4.53,23.97,Technique,Minime A,2023-2024
44635,104,2023-10-23,98,Moyenne,6.11,26.86,Technique,Minime A,2023-2024
44636,550,2023-10-23,98,Moyenne,7.14,27.81,Match d’entraînement,Minime A,2023-2024
44637,316,2023-10-23,63,Élevée,7.63,31.13,Endurance,Minime A,2023-2024
44638,313,2023-10-23,107,Faible,4.25,20.71,Match d’entraînement,Minime A,2023-2024
44639,286,2023-10-23,77,Faible,4.15,23.94,Technique,Minime A,2023-2024
44640,472,2023-10-23,68,Élevée,9.27,30.47,Match d’entraînement,Minime A,2023-2024
44641,47,2023-10-23,106,Élevée,8.96,31.57,Sprint,Minime A,2023-2024
44642,588,2023-10-23,99,Faible,3.54,24.02,Endurance,Minime A,2023-2024
44643,489,2023-10-23,79,Faible,4.45,24.68,Technique,Minime A,2023-2024
44644,657,2023-10-23,108,Moyenne,7.44,29.51,Endurance,Minime A,2023-2024
44645,718,2023-10-23,75,Moyenne,7.49,28.39,Match d’entraînement,Minime B,2023-2024
44646,180,2023-10-23,67,Moyenne,6.52,27.72,Sprint,Minime B,2023-2024
44647,892,2023-10-23,104,Élevée,9.51,32.91,Sprint,Minime B,2023-2024
44648,753,2023-10-23,118,Moyenne,7.48,28.24,Endurance,Minime B,2023-2024
44649,914,2023-10-23,119,Élevée,8.48,31.62,Technique,Minime B,2023-2024
44650,982,2023-10-23,66,Faible,3.61,22.4,Sprint,Minime B,2023-2024
44651,587,2023-10-23,96,Élevée,8.33,30.83,Sprint,Minime B,2023-2024
44652,836,2023-10-23,83,Moyenne,5.14,29.56,Technique,Minime B,2023-2024
44653,107,2023-10-23,95,Faible,3.88,20.66,Technique,Minime B,2023-2024
44654,275,2023-10-23,60,Faible,3.51,22.23,Endurance,Minime B,2023-2024
44655,843,2023-10-23,70,Élevée,9.73,32.51,Technique,Minime B,2023-2024
44656,215,2023-10-23,114,Faible,4.79,20.76,Match d’entraînement,Minime B,2023-2024
44657,826,2023-10-23,94,Faible,4.86,25.13,Endurance,Minime B,2023-2024
44658,607,2023-10-23,94,Faible,3.96,20.94,Match d’entraînement,Minime B,2023-2024
44659,88,2023-10-23,110,Élevée,9.33,30.57,Sprint,Minime B,2023-2024
44660,862,2023-10-23,78,Élevée,8.93,32.22,Sprint,Minime B,2023-2024
44661,944,2023-10-23,60,Moyenne,6.99,29.65,Match d’entraînement,Minime B,2023-2024
44662,11,2023-10-23,113,Faible,3.51,24.94,Match d’entraînement,Minime B,2023-2024
44663,809,2023-10-23,114,Faible,4.13,21.72,Match d’entraînement,Senior,2023-2024
44664,380,2023-10-23,120,Moyenne,6.06,27.25,Technique,Senior,2023-2024
44665,897,2023-10-23,118,Faible,3.67,25.81,Endurance,Senior,2023-2024
44666,831,2023-10-23,80,Élevée,7.54,32.76,Technique,Senior,2023-2024
44667,406,2023-10-23,115,Moyenne,7.02,26.41,Technique,Senior,2023-2024
44668,731,2023-10-23,96,Moyenne,6.83,26.68,Sprint,Senior,2023-2024
44669,89,2023-10-23,99,Élevée,8.61,31.75,Sprint,Senior,2023-2024
44670,664,2023-10-23,109,Faible,4.35,25.19,Technique,Senior,2023-2024
44671,849,2023-10-23,99,Élevée,8.97,30.01,Match d’entraînement,Senior,2023-2024
44672,866,2023-10-23,97,Moyenne,5.86,26.72,Sprint,Senior,2023-2024
44673,976,2023-10-23,99,Moyenne,6.13,29.21,Match d’entraînement,Senior,2023-2024
44674,258,2023-10-23,71,Élevée,8.7,31.28,Match d’entraînement,Senior,2023-2024
44675,996,2023-10-23,73,Moyenne,5.16,27.41,Endurance,Senior,2023-2024
44676,726,2023-10-23,81,Moyenne,6.68,27.7,Technique,Senior,2023-2024
44677,590,2023-10-23,74,Élevée,9.93,30.78,Sprint,Senior,2023-2024
44678,66,2023-10-23,116,Élevée,9.71,32.26,Endurance,Senior,2023-2024
44679,206,2023-10-23,103,Moyenne,6.16,26.89,Sprint,Senior,2023-2024
44680,38,2023-10-23,71,Élevée,8.85,31.22,Match d’entraînement,Senior,2023-2024
44681,30,2023-10-23,69,Faible,3.5,20.79,Match d’entraînement,Senior,2023-2024
44682,943,2023-10-23,83,Moyenne,6.8,26.97,Technique,Senior,2023-2024
44683,77,2023-10-23,119,Faible,3.53,24.14,Endurance,Senior,2023-2024
44684,807,2023-10-24,65,Élevée,7.51,32.7,Technique,Cadet A,2023-2024
44685,439,2023-10-24,109,Moyenne,6.69,28.3,Endurance,Cadet A,2023-2024
44686,270,2023-10-24,92,Moyenne,6.8,27.85,Sprint,Cadet A,2023-2024
44687,974,2023-10-24,62,Faible,3.13,24.47,Sprint,Cadet A,2023-2024
44688,688,2023-10-24,60,Faible,3.85,20.89,Endurance,Cadet A,2023-2024
44689,600,2023-10-24,104,Faible,3.64,21.2,Match d’entraînement,Cadet A,2023-2024
44690,124,2023-10-24,69,Moyenne,6.9,26.71,Sprint,Cadet A,2023-2024
44691,881,2023-10-24,84,Faible,4.72,22.32,Sprint,Cadet A,2023-2024
44692,617,2023-10-24,109,Moyenne,6.72,26.21,Match d’entraînement,Cadet A,2023-2024
44693,802,2023-10-24,117,Faible,3.51,25.4,Match d’entraînement,Cadet A,2023-2024
44694,818,2023-10-24,84,Faible,3.48,24.39,Technique,Cadet A,2023-2024
44695,414,2023-10-24,117,Moyenne,5.99,29.38,Sprint,Cadet A,2023-2024
44696,895,2023-10-24,103,Faible,4.66,23.81,Match d’entraînement,Cadet A,2023-2024
44697,152,2023-10-24,96,Moyenne,5.65,29.02,Endurance,Cadet A,2023-2024
44698,32,2023-10-24,83,Faible,3.77,25.24,Endurance,Cadet A,2023-2024
44699,393,2023-10-24,109,Faible,3.31,23.43,Endurance,Cadet A,2023-2024
44700,666,2023-10-24,105,Moyenne,5.79,29.51,Match d’entraînement,Cadet A,2023-2024
44701,678,2023-10-24,61,Élevée,8.31,30.66,Endurance,Cadet A,2023-2024
44702,445,2023-10-24,80,Élevée,8.86,31.68,Endurance,Cadet A,2023-2024
44703,285,2023-10-24,91,Faible,3.51,20.16,Match d’entraînement,Cadet A,2023-2024
44704,348,2023-10-24,99,Moyenne,7.06,26.17,Endurance,Cadet B,2023-2024
44705,212,2023-10-24,118,Moyenne,5.27,29.79,Endurance,Cadet B,2023-2024
44706,723,2023-10-24,73,Élevée,8.57,31.95,Technique,Cadet B,2023-2024
44707,610,2023-10-24,93,Moyenne,6.53,26.79,Match d’entraînement,Cadet B,2023-2024
44708,825,2023-10-24,92,Élevée,9.0,31.46,Technique,Cadet B,2023-2024
44709,827,2023-10-24,107,Moyenne,5.37,29.68,Match d’entraînement,Cadet B,2023-2024
44710,468,2023-10-24,82,Moyenne,5.5,29.74,Technique,Cadet B,2023-2024
44711,833,2023-10-24,94,Élevée,9.09,32.57,Endurance,Cadet B,2023-2024
44712,942,2023-10-24,71,Élevée,9.59,30.67,Sprint,Cadet B,2023-2024
44713,582,2023-10-24,74,Faible,3.93,22.53,Endurance,Cadet B,2023-2024
44714,213,2023-10-24,102,Élevée,8.4,31.75,Match d’entraînement,Cadet B,2023-2024
44715,939,2023-10-24,91,Élevée,7.64,31.19,Match d’entraînement,Cadet B,2023-2024
44716,434,2023-10-24,109,Élevée,8.22,32.51,Endurance,Cadet B,2023-2024
44717,147,2023-10-24,64,Moyenne,6.27,28.06,Match d’entraînement,Cadet B,2023-2024
44718,476,2023-10-24,97,Moyenne,6.52,27.2,Match d’entraînement,Cadet B,2023-2024
44719,176,2023-10-24,71,Moyenne,6.53,28.09,Endurance,Cadet B,2023-2024
44720,529,2023-10-24,119,Élevée,8.84,32.25,Endurance,Cadet B,2023-2024
44721,756,2023-10-24,94,Moyenne,7.27,27.96,Endurance,Cadet B,2023-2024
44722,668,2023-10-24,77,Moyenne,6.09,29.19,Technique,Cadet B,2023-2024
44723,211,2023-10-24,76,Élevée,9.02,31.43,Technique,Cadet B,2023-2024
44724,728,2023-10-24,68,Faible,3.99,23.36,Technique,Cadet B,2023-2024
44725,297,2023-10-24,68,Moyenne,6.71,29.63,Technique,Elite,2023-2024
44726,573,2023-10-24,102,Moyenne,6.51,27.11,Endurance,Elite,2023-2024
44727,269,2023-10-24,88,Élevée,8.61,31.21,Technique,Elite,2023-2024
44728,98,2023-10-24,71,Moyenne,5.23,26.95,Match d’entraînement,Elite,2023-2024
44729,461,2023-10-24,73,Moyenne,6.94,28.72,Sprint,Elite,2023-2024
44730,491,2023-10-24,113,Moyenne,6.35,28.18,Sprint,Elite,2023-2024
44731,162,2023-10-24,76,Élevée,8.1,31.44,Sprint,Elite,2023-2024
44732,229,2023-10-24,76,Élevée,9.75,30.07,Technique,Elite,2023-2024
44733,669,2023-10-24,97,Moyenne,5.48,28.98,Match d’entraînement,Elite,2023-2024
44734,115,2023-10-24,111,Faible,4.01,25.94,Technique,Elite,2023-2024
44735,359,2023-10-24,65,Moyenne,5.58,28.63,Sprint,Elite,2023-2024
44736,774,2023-10-24,88,Faible,3.21,23.88,Technique,Elite,2023-2024
44737,527,2023-10-24,85,Moyenne,7.04,27.18,Sprint,Elite,2023-2024
44738,578,2023-10-24,111,Faible,3.51,21.32,Match d’entraînement,Elite,2023-2024
