ID_Technique,ID_Match,ID_Joueur,Nombre_Passes,Précision_Passes,Réception_Réussie,Contrôle_Balle,Nombre_Tirs,Précision_Tirs,Duels_Aériens_Gagnés,Centres_Réussis,Dribbles_Réussis,Interceptions,Tacles_Réussis,Conversion_Occasions
7989,332,678,100,107.05,25,97.63,2,27.93,6,15,11,11,5,0.0
7990,332,32,91,98.33,27,103.38,5,30.44,8,11,13,13,11,0.0
7991,332,881,41,91.65,19,94.37,1,31.67,5,4,4,13,20,0.0
7992,332,600,97,104.38,25,102.93,2,20.12,5,13,7,16,16,0.0
7993,332,285,34,96.82,20,89.41,5,66.44,11,9,19,4,3,0.0
7994,333,728,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
7995,333,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
7996,333,610,14,89.53,7,84.2,0,0.0,12,5,1,9,8,0.0
7997,333,582,75,85.33,18,87.32,2,10.14,17,8,6,20,19,0.0
7998,333,723,79,82.11,10,87.23,2,37.32,11,8,6,15,9,0.0
7999,333,689,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8000,333,449,17,89.2,13,85.69,13,65.67,7,12,17,2,5,15.38
8001,333,668,84,96.79,19,99.13,2,45.84,7,10,11,13,5,0.0
8002,333,176,80,80.72,13,82.72,2,31.94,19,7,6,13,19,0.0
8003,333,529,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8004,333,833,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8005,333,571,35,89.95,13,88.54,2,32.84,6,5,1,12,11,0.0
8006,333,476,20,87.28,15,89.61,14,48.1,5,6,19,1,1,14.29
8007,333,939,52,97.38,22,99.62,4,35.48,6,5,12,10,11,0.0
8008,333,434,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8009,333,348,64,94.87,24,91.23,3,50.68,7,11,5,12,15,0.0
8010,333,942,10,85.16,12,91.57,6,54.59,5,6,5,1,0,16.67
8011,333,748,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8012,333,147,67,86.63,18,78.41,3,25.38,12,8,5,15,16,0.0
8013,333,825,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8014,333,212,100,85.67,17,86.02,4,28.06,7,11,9,11,8,0.0
8015,333,756,28,77.86,11,80.79,14,67.98,6,14,15,3,0,0.0
8016,333,211,91,97.03,19,96.62,3,57.97,7,15,12,15,6,0.0
8017,333,827,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8018,333,468,79,83.24,21,97.58,1,44.0,6,9,5,12,6,0.0
8019,334,728,10,81.64,11,76.43,0,0.0,9,3,1,12,5,0.0
8020,334,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8021,334,610,19,80.07,11,73.73,0,0.0,4,0,0,11,1,0.0
8022,334,582,61,72.79,13,68.79,1,27.6,16,9,0,9,11,0.0
8023,334,723,34,75.31,18,80.87,2,11.27,6,7,3,17,11,0.0
8024,334,689,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8025,334,449,28,72.95,22,79.06,15,73.34,5,10,5,3,2,0.0
8026,334,668,85,76.49,27,88.01,3,22.41,9,3,4,9,4,33.33
8027,334,176,33,74.48,18,69.01,2,30.69,17,7,2,9,7,0.0
8028,334,529,61,70.98,21,74.53,0,28.34,11,9,3,14,10,0.0
8029,334,833,18,78.26,15,87.04,13,48.05,5,14,9,3,3,7.69
8030,334,571,49,79.79,11,80.6,0,31.77,4,8,5,16,16,0.0
8031,334,476,21,66.12,14,77.34,6,70.4,8,6,7,3,0,0.0
8032,334,939,76,82.9,16,76.99,2,43.84,3,3,9,11,10,0.0
8033,334,434,82,82.85,14,81.32,4,32.65,4,12,5,12,4,0.0
8034,334,348,48,76.26,18,78.91,3,26.21,3,12,7,9,12,0.0
8035,334,942,17,71.59,19,79.05,10,53.78,5,13,12,0,1,0.0
8036,334,748,27,66.74,9,87.19,15,65.89,6,9,17,0,1,0.0
8037,334,147,44,68.94,18,68.65,2,15.45,15,5,0,15,9,0.0
8038,334,825,9,79.87,18,84.98,15,45.79,9,7,8,4,0,0.0
8039,334,212,66,78.88,23,88.2,1,39.27,7,5,8,7,8,0.0
8040,334,756,22,69.53,12,84.76,11,47.96,9,8,6,1,3,0.0
8041,334,211,46,78.98,21,79.18,3,35.89,7,13,4,7,11,0.0
8042,334,827,75,75.88,13,79.86,5,50.31,4,9,8,9,9,0.0
8043,334,468,60,82.89,26,86.99,1,44.44,4,5,6,9,11,0.0
8044,335,728,21,83.28,8,67.95,0,0.0,11,1,0,4,1,0.0
8045,335,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8046,335,610,24,81.25,5,63.47,0,0.0,12,0,0,5,7,0.0
8047,335,582,30,72.68,22,76.69,3,29.1,7,4,2,13,9,0.0
8048,335,723,40,74.75,17,83.0,3,36.75,12,4,0,17,11,0.0
8049,335,689,65,73.31,20,67.92,1,24.16,17,4,5,9,9,0.0
8050,335,449,15,63.69,19,74.7,5,48.71,7,12,6,4,4,0.0
8051,335,668,70,80.83,18,79.59,1,50.98,7,3,7,7,7,0.0
8052,335,176,60,76.12,18,69.06,1,28.97,7,9,1,18,9,0.0
8053,335,529,29,85.17,14,71.16,3,27.84,6,3,5,10,9,0.0
8054,335,833,28,63.77,15,88.51,5,69.12,6,13,9,3,4,0.0
8055,335,571,56,74.83,22,71.3,0,23.7,8,6,0,13,16,0.0
8056,335,476,19,64.61,19,87.16,6,47.2,9,16,9,2,2,0.0
8057,335,939,48,76.25,19,85.22,3,48.2,5,12,9,7,9,0.0
8058,335,434,47,81.99,26,76.56,2,59.16,4,9,9,10,7,0.0
8059,335,348,69,77.79,25,79.31,2,26.67,4,13,9,12,8,0.0
8060,335,942,27,64.1,9,74.5,7,77.26,6,13,16,3,0,0.0
8061,335,748,20,66.83,15,77.63,8,62.41,7,10,15,3,3,0.0
8062,335,147,64,78.68,17,77.16,1,26.86,4,6,1,18,18,0.0
8063,335,825,34,69.22,22,85.79,11,68.7,4,6,14,0,0,0.0
8064,335,212,62,72.67,21,85.59,5,51.32,3,11,4,9,4,0.0
8065,335,756,25,73.96,19,79.8,13,57.47,2,10,6,0,0,0.0
8066,335,211,68,82.44,13,77.06,4,25.74,5,10,5,13,10,0.0
8067,335,827,71,84.44,24,81.95,1,55.12,2,7,4,9,8,0.0
8068,335,468,46,84.72,26,88.88,1,41.07,2,13,9,8,7,0.0
8069,336,728,15,101.36,5,79.14,0,0.0,9,3,0,5,7,0.0
8070,336,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8071,336,610,18,99.72,14,84.91,0,0.0,6,2,2,15,4,0.0
8072,336,582,69,98.39,16,102.14,1,26.92,11,11,5,17,9,0.0
8073,336,723,51,95.9,13,94.87,1,18.61,8,7,5,20,18,0.0
8074,336,689,61,96.38,12,84.2,0,38.63,11,3,1,16,22,0.0
8075,336,449,42,91.08,26,90.03,9,74.65,9,8,22,5,0,22.22
8076,336,668,107,105.84,22,94.28,2,33.68,8,9,13,13,12,50.0
8077,336,176,60,102.15,22,90.89,2,22.46,15,6,4,11,8,0.0
8078,336,529,41,86.07,16,102.55,0,20.83,5,4,5,16,13,0.0
8079,336,833,41,78.99,15,93.08,12,64.64,4,5,19,5,4,16.67
8080,336,571,45,93.39,16,96.37,1,17.9,13,4,1,16,14,0.0
8081,336,476,38,83.5,14,99.2,8,50.88,8,11,11,5,2,0.0
8082,336,939,77,99.71,28,109.33,1,58.61,8,7,6,15,16,0.0
8083,336,434,81,94.05,18,102.26,2,49.79,3,15,11,13,15,0.0
8084,336,348,56,95.11,16,101.79,5,34.31,8,3,12,8,11,0.0
8085,336,942,36,81.86,23,97.46,5,43.07,11,20,20,4,2,0.0
8086,336,748,14,85.96,15,102.98,15,57.06,7,22,9,1,5,0.0
8087,336,147,49,86.03,25,97.54,0,38.06,18,2,6,19,18,0.0
8088,336,825,29,94.46,18,89.88,15,42.4,9,6,6,4,0,0.0
8089,336,212,80,90.65,27,96.67,2,38.91,6,13,9,8,5,0.0
8090,336,756,22,83.45,15,93.4,15,61.62,6,11,13,1,2,0.0
8091,336,211,101,107.35,20,100.36,5,59.44,3,9,9,9,13,0.0
8092,336,827,106,106.13,24,101.53,3,28.65,11,8,11,8,15,0.0
8093,336,468,102,103.45,20,97.73,3,38.81,11,4,13,12,8,0.0
8094,337,728,10,85.55,12,69.5,0,0.0,4,0,0,5,6,0.0
8095,337,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8096,337,610,16,80.41,5,80.59,0,0.0,8,4,0,6,7,0.0
8097,337,582,36,71.32,17,80.55,3,13.75,6,6,0,15,9,0.0
8098,337,723,70,73.29,14,84.34,1,25.67,6,3,3,18,15,0.0
8099,337,689,28,82.19,20,75.35,0,25.93,14,5,1,16,15,0.0
8100,337,449,22,75.67,10,82.59,11,51.44,8,15,10,2,1,0.0
8101,337,668,70,77.4,24,86.87,5,34.85,6,4,10,13,11,0.0
8102,337,176,58,71.76,9,67.55,0,20.26,5,9,3,12,7,0.0
8103,337,529,45,73.0,12,75.82,1,36.6,17,7,2,18,11,0.0
8104,337,833,23,78.59,17,89.16,15,62.35,3,4,4,2,4,0.0
8105,337,571,36,75.68,15,76.86,1,19.45,9,6,2,14,11,0.0
8106,337,476,24,80.12,10,86.47,12,61.13,8,12,10,4,2,8.33
8107,337,939,55,76.46,24,78.21,2,31.2,5,13,6,8,6,0.0
8108,337,434,89,86.15,18,87.36,3,24.87,5,7,8,10,9,0.0
8109,337,348,59,77.9,14,81.62,4,41.87,9,6,4,13,9,0.0
8110,337,942,33,71.64,15,76.39,12,46.71,3,17,8,4,1,0.0
8111,337,748,9,70.48,16,81.7,10,78.55,3,13,11,3,0,0.0
8112,337,147,34,84.34,17,84.32,3,34.72,18,5,3,12,18,0.0
8113,337,825,9,63.15,12,79.43,10,57.67,2,15,8,0,4,0.0
8114,337,212,71,76.72,27,84.71,3,59.39,5,10,9,9,7,0.0
8115,337,756,31,68.03,18,89.59,6,76.76,4,14,8,0,0,0.0
8116,337,211,59,83.12,19,81.02,4,30.46,4,13,5,13,9,0.0
8117,337,827,62,84.56,24,85.52,5,21.36,6,13,9,8,10,0.0
8118,337,468,47,73.49,25,84.36,5,26.51,8,2,9,12,9,0.0
8119,338,728,15,98.91,5,76.63,0,0.0,15,3,2,7,6,0.0
8120,338,213,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0
8121,338,610,13,90.63,15,86.75,0,0.0,13,5,1,8,6,0.0
8122,338,582,75,82.26,22,81.17,0,29.13,5,2,4,17,11,0.0
8123,338,723,50,88.33,10,81.75,0,29.85,17,2,2,16,11,0.0
8124,338,689,66,88.83,25,93.02,2,26.17,17,4,2,10,20,0.0
8125,338,449,37,88.24,20,81.5,5,53.76,4,10,13,1,5,20.0
8126,338,668,79,93.75,19,98.89,1,43.09,10,5,7,15,11,0.0
8127,338,176,74,91.03,22,79.06,2,33.74,19,7,2,11,15,0.0
8128,338,529,57,79.06,25,81.32,2,11.34,11,4,5,14,11,0.0
8129,338,833,11,81.8,23,84.36,14,52.58,10,16,12,4,2,0.0
8130,338,571,49,90.16,18,76.23,0,27.37,10,4,5,16,18,0.0
8131,338,476,28,86.54,19,82.61,11,52.45,6,17,14,4,3,0.0
8132,338,939,50,85.61,23,86.64,2,23.01,7,11,11,11,7,0.0
8133,338,434,75,89.45,30,96.62,1,49.06,4,3,10,13,14,0.0
8134,338,348,96,92.65,27,87.79,1,45.47,3,5,8,8,14,0.0
8135,338,942,27,78.88,23,93.77,11,49.14,8,13,9,1,2,0.0
8136,338,748,17,79.83,11,97.95,13,69.2,10,7,18,4,0,0.0
8137,338,147,54,85.07,23,75.15,1,26.34,16,8,2,11,20,0.0
8138,338,825,11,70.64,25,95.32,7,44.75,7,13,10,4,3,0.0
8139,338,212,65,81.89,24,89.83,5,21.19,5,11,10,14,5,0.0
8140,338,756,37,86.12,12,99.49,5,60.85,6,17,16,2,0,0.0
8141,338,211,99,90.07,18,93.82,2,45.03,9,11,7,8,6,0.0
8142,338,827,99,84.9,25,99.14,1,28.31,10,13,10,12,6,0.0
8143,338,468,60,93.58,23,92.18,5,50.84,3,6,12,14,15,0.0
8144,339,728,29,96.12,12,81.33,0,0.0,6,0,1,14,3,0.0
8145,339,213,16,87.47,6,76.5,0,0.0,15,0,2,14,6,0.0
8146,339,610,15,92.8,5,77.82,0,0.0,5,1,2,5,4,0.0
8147,339,582,49,81.43,16,94.28,0,11.09,11,5,3,17,11,0.0
8148,339,723,68,84.63,12,90.41,0,10.5,14,3,6,10,11,0.0
8149,339,689,42,91.51,20,94.35,1,39.34,16,8,1,11,19,0.0
8150,339,449,20,85.6,24,86.01,6,43.69,10,15,9,3,2,33.33
8151,339,668,92,92.93,16,96.17,4,53.62,9,8,5,11,14,0.0
8152,339,176,66,84.4,10,84.23,3,25.73,10,5,2,13,13,0.0
8153,339,529,48,82.9,12,92.01,3,24.96,17,8,4,10,9,0.0
8154,339,833,28,85.17,11,99.57,5,58.24,3,12,18,4,4,40.0
8155,339,571,56,82.11,10,87.06,0,38.11,8,8,6,15,8,0.0
8156,339,476,11,79.94,12,98.65,5,58.08,6,6,16,1,2,0.0
8157,339,939,53,90.32,24,91.72,3,23.91,3,3,6,13,11,0.0
8158,339,434,89,92.98,26,93.65,5,48.88,7,7,5,13,6,0.0
8159,339,348,54,92.2,21,88.67,4,24.26,3,10,10,13,7,25.0
8160,339,942,35,86.88,24,80.34,15,78.77,4,12,16,1,5,0.0
8161,339,748,37,70.41,17,80.8,14,52.04,5,10,6,4,1,0.0
8162,339,147,75,76.9,18,89.09,2,30.79,17,3,4,15,12,0.0
8163,339,825,22,78.08,17,82.43,5,61.41,3,16,8,2,2,0.0
8164,339,212,66,93.42,30,94.84,3,34.92,8,11,10,14,13,0.0
8165,339,756,34,80.93,17,99.73,7,41.45,8,6,18,4,1,0.0
8166,339,211,65,90.91,24,92.03,1,38.06,5,11,8,13,6,0.0
8167,339,827,68,85.6,16,86.27,2,36.79,9,13,5,12,14,0.0
8168,339,468,67,93.76,29,97.09,4,51.73,9,6,10,9,12,0.0
8169,340,728,9,76.87,4,73.94,0,0.0,10,2,1,9,2,0.0
8170,340,213,10,83.03,13,65.38,0,0.0,9,2,0,11,4,0.0
8171,340,610,27,78.13,6,68.46,0,0.0,8,0,0,12,3,0.0
8172,340,582,42,72.4,9,73.16,3,13.04,15,9,2,17,15,0.0
8173,340,723,41,68.74,16,82.15,1,27.19,9,9,2,15,10,0.0
8174,340,689,53,72.06,22,77.98,1,39.7,9,6,4,16,7,0.0
8175,340,449,33,79.11,10,86.07,6,55.37,4,12,14,2,2,0.0
8176,340,668,50,73.28,18,83.46,5,42.69,4,9,10,12,13,0.0
8177,340,176,45,77.21,18,76.12,2,23.18,7,3,1,13,9,0.0
8178,340,529,55,83.41,17,78.51,0,11.28,5,8,5,17,7,0.0
8179,340,833,34,72.34,19,83.83,13,59.02,2,15,4,2,0,15.38
8180,340,571,43,84.08,13,80.55,2,18.36,13,3,1,14,9,0.0
8181,340,476,14,75.42,22,76.78,6,52.13,8,17,14,0,3,0.0
8182,340,939,74,75.02,22,82.4,2,34.49,5,7,6,11,6,0.0
8183,340,434,86,88.04,18,80.8,2,33.08,5,2,9,10,8,50.0
8184,340,348,84,77.89,14,89.43,1,36.48,6,3,10,11,9,0.0
8185,340,942,33,69.71,16,86.35,11,54.04,9,10,15,3,3,0.0
8186,340,748,18,77.72,15,77.77,13,42.63,5,9,9,1,1,0.0
8187,340,147,52,83.45,11,69.09,3,27.35,4,5,4,9,15,0.0
8188,340,825,16,78.95,18,74.18,7,60.44,2,4,9,2,4,0.0
8189,340,212,73,72.32,19,81.79,3,34.06,9,3,7,9,4,0.0
8190,340,756,23,74.01,12,77.96,5,79.69,4,17,7,3,0,0.0
8191,340,211,55,73.86,27,79.37,1,47.87,8,9,9,9,7,0.0
8192,340,827,83,87.14,18,78.76,4,20.26,9,3,9,9,12,0.0
8193,340,468,45,85.58,23,83.27,4,37.59,9,4,9,9,5,0.0
8194,341,728,16,82.29,4,79.29,0,0.0,5,4,1,6,5,0.0
8195,341,213,17,78.3,10,71.07,0,0.0,9,0,0,12,2,0.0
8196,341,610,20,89.42,12,64.4,0,0.0,4,3,0,13,7,0.0
8197,341,582,51,72.77,13,81.7,1,34.01,9,5,0,11,14,0.0
8198,341,723,32,82.39,19,71.35,3,33.97,5,4,5,15,16,0.0
8199,341,689,53,76.66,18,85.27,2,10.28,9,1,4,14,15,0.0
8200,341,449,27,74.39,19,82.78,11,51.8,7,6,8,3,1,9.09
8201,341,668,46,73.6,21,81.14,1,42.9,6,2,5,11,4,100.0
8202,341,176,72,71.5,19,73.65,2,21.19,15,4,4,9,11,0.0
8203,341,529,36,72.48,13,78.22,2,23.23,9,2,0,14,9,0.0
8204,341,833,16,72.47,18,74.39,8,59.68,6,9,17,3,3,0.0
8205,341,571,56,76.26,19,71.16,1,38.35,9,3,0,10,18,0.0
8206,341,476,30,79.57,9,90.0,14,77.41,3,9,8,4,0,0.0
8207,341,939,49,74.29,22,83.78,3,38.07,3,8,9,13,8,0.0
8208,341,434,80,76.73,25,79.41,5,37.9,4,11,9,13,13,0.0
8209,341,348,60,78.67,20,79.66,1,27.05,8,2,8,13,4,0.0
8210,341,942,29,73.16,10,78.97,7,51.28,9,5,6,4,0,0.0
8211,341,748,20,65.13,11,74.94,6,56.77,3,6,14,2,2,0.0
8212,341,147,54,84.23,21,82.86,2,14.63,7,5,2,11,12,0.0
8213,341,825,30,65.42,18,86.45,5,40.04,7,9,18,2,0,0.0
8214,341,212,87,83.66,24,83.14,1,58.56,3,10,7,11,12,0.0
8215,341,756,14,78.43,12,80.81,6,74.49,5,9,7,2,1,0.0
8216,341,211,86,75.76,20,89.16,2,46.54,4,10,10,8,13,0.0
8217,341,827,84,72.51,14,81.78,2,25.43,3,5,4,13,9,0.0
8218,341,468,72,82.3,20,77.98,3,54.98,9,7,10,8,4,0.0
8219,342,728,21,88.64,15,87.15,0,0.0,15,1,1,14,7,0.0
8220,342,213,12,90.72,10,84.01,0,0.0,6,5,0,8,3,0.0
8221,342,610,10,90.41,7,70.6,0,0.0,5,3,1,8,4,0.0
8222,342,582,54,85.13,22,77.58,0,22.89,15,6,1,10,18,0.0
8223,342,723,78,87.39,10,77.61,2,33.46,20,9,1,10,19,0.0
8224,342,689,45,92.21,11,78.64,2,34.52,6,7,4,14,10,0.0
8225,342,449,15,77.97,21,85.2,7,45.9,8,18,16,3,5,0.0
8226,342,668,75,90.93,26,88.67,1,56.92,7,11,6,14,15,0.0
8227,342,176,47,91.09,11,79.7,3,38.39,13,8,6,14,13,0.0
8228,342,529,32,87.23,23,79.21,1,38.06,7,5,5,18,13,0.0
8229,342,833,25,79.51,20,91.88,9,63.74,7,7,14,3,5,0.0
8230,342,571,33,86.64,18,86.01,0,14.61,10,7,4,19,14,0.0
8231,342,476,30,78.72,14,86.78,7,76.78,4,6,17,3,2,0.0
8232,342,939,76,90.44,16,91.07,3,57.98,6,14,6,11,9,0.0
8233,342,434,100,81.25,17,96.55,2,38.66,3,14,10,9,5,0.0
8234,342,348,86,80.51,22,98.11,5,54.98,10,7,7,11,8,0.0
8235,342,942,33,87.33,16,97.82,9,49.32,10,19,8,3,1,22.22
8236,342,748,25,78.82,15,86.3,11,68.66,8,16,8,2,5,0.0
8237,342,147,68,84.81,17,81.12,1,39.49,17,5,2,17,17,0.0
8238,342,825,40,79.53,15,97.93,6,47.98,6,11,6,5,5,0.0
8239,342,212,100,96.49,27,86.43,3,59.89,5,10,6,15,10,0.0
8240,342,756,12,73.73,24,91.87,11,61.42,6,5,7,3,3,0.0
8241,342,211,58,85.8,27,94.73,1,20.01,6,12,10,14,14,0.0
8242,342,827,79,80.07,20,86.64,1,40.51,4,15,6,9,13,0.0
8243,342,468,59,80.64,26,88.67,5,54.38,6,11,12,15,14,0.0
8244,343,728,10,85.6,10,70.46,0,0.0,5,1,0,8,5,0.0
8245,343,213,12,81.49,8,79.3,0,0.0,13,0,0,7,6,0.0
8246,343,610,9,78.82,7,78.4,0,0.0,4,1,0,12,3,0.0
8247,343,582,47,70.07,11,68.64,1,25.37,6,4,0,9,17,0.0
8248,343,723,30,69.6,14,76.73,0,33.35,10,2,1,13,15,0.0
8249,343,689,29,67.96,18,74.28,1,18.35,10,2,4,17,10,0.0
8250,343,449,26,63.98,13,86.83,6,43.81,2,16,13,3,0,0.0
8251,343,668,79,83.32,18,79.85,3,57.65,2,3,5,12,4,0.0
8252,343,176,38,78.64,10,81.0,2,17.67,18,3,2,14,8,0.0
8253,343,529,55,74.83,11,79.14,1,22.16,10,8,4,16,10,0.0
8254,343,833,15,76.94,9,80.26,7,59.48,8,5,8,1,0,0.0
8255,343,571,49,81.97,16,69.82,1,18.24,9,9,4,13,15,0.0
8256,343,476,9,67.92,9,76.36,14,70.66,2,18,10,0,0,0.0
8257,343,939,50,75.74,18,76.75,5,50.67,8,2,5,12,12,0.0
8258,343,434,61,81.03,18,83.62,1,28.7,8,9,7,11,8,0.0
8259,343,348,88,83.09,24,80.46,3,42.91,9,9,10,9,9,0.0
8260,343,942,18,63.43,15,84.56,5,60.2,7,10,17,1,0,0.0
8261,343,748,12,78.89,12,72.14,11,73.02,9,17,4,3,1,0.0
8262,343,147,54,71.34,22,82.57,2,15.7,9,1,2,9,8,0.0
8263,343,825,24,77.05,18,84.78,6,47.73,3,5,4,0,3,0.0
8264,343,212,50,86.72,18,77.88,5,51.37,6,4,10,12,9,0.0
8265,343,756,27,71.42,22,83.9,13,76.97,5,18,7,2,0,0.0
8266,343,211,79,87.39,20,80.3,4,42.62,8,10,8,11,4,0.0
8267,343,827,57,74.85,25,89.25,4,48.7,7,2,4,8,4,0.0
8268,343,468,86,84.29,26,77.76,3,41.6,7,8,5,13,9,0.0
8269,344,728,19,98.4,11,79.48,0,0.0,13,3,0,9,5,0.0
8270,344,213,24,106.83,11,77.94,0,0.0,14,1,2,14,3,0.0
8271,344,610,31,103.79,8,97.25,0,0.0,13,3,0,13,2,0.0
8272,344,582,63,102.15,16,91.66,3,23.26,11,6,5,20,13,0.0
8273,344,723,64,99.31,18,85.29,3,34.45,7,4,2,12,22,0.0
8274,344,689,58,92.0,22,93.4,2,14.29,16,4,1,19,15,50.0
8275,344,449,22,97.09,12,107.08,9,44.0,8,6,13,2,1,0.0
8276,344,668,70,99.53,29,94.17,1,52.38,8,6,7,13,6,0.0
8277,344,176,58,89.73,19,94.72,1,34.17,18,7,5,18,18,0.0
8278,344,529,84,83.34,15,88.41,3,34.62,19,2,6,19,9,0.0
8279,344,833,38,86.54,23,89.96,8,69.64,5,16,12,5,4,0.0
8280,344,571,60,82.8,11,97.63,3,37.96,8,3,1,14,11,0.0
8281,344,476,40,98.97,27,96.66,8,67.96,7,16,16,3,4,25.0
8282,344,939,73,96.38,23,102.51,5,24.53,7,14,7,16,5,0.0
8283,344,434,77,97.1,18,99.71,5,43.42,7,11,11,8,12,20.0
8284,344,348,96,99.24,25,100.79,4,56.74,8,13,13,16,13,25.0
8285,344,942,44,97.13,16,88.73,8,46.68,4,19,14,1,0,0.0
8286,344,748,11,90.44,27,91.35,9,58.37,5,18,16,1,4,0.0
8287,344,147,45,95.47,24,92.54,3,11.39,12,4,1,18,12,0.0
8288,344,825,29,80.66,18,106.53,9,73.96,11,13,7,4,3,0.0
8289,344,212,58,95.74,17,99.35,4,49.81,7,14,6,14,16,0.0
8290,344,756,24,98.72,18,104.96,6,43.85,3,7,16,5,2,0.0
8291,344,211,62,90.08,26,104.42,2,39.41,4,5,7,15,6,0.0
8292,344,827,57,91.1,29,99.33,2,46.43,7,4,8,12,16,0.0
8293,344,468,81,99.31,19,103.22,4,38.66,5,16,5,16,8,0.0
8294,345,728,18,82.3,11,75.2,0,0.0,12,0,0,4,7,0.0
8295,345,213,22,86.89,9,73.36,0,0.0,5,4,0,13,6,0.0
8296,345,610,14,80.09,12,72.74,0,0.0,13,3,1,6,1,0.0
8297,345,582,67,78.68,21,73.21,3,12.8,11,8,4,17,12,0.0
8298,345,723,44,75.49,9,67.68,2,18.66,14,7,1,12,13,0.0
8299,345,689,45,69.15,21,68.13,2,15.04,13,6,1,17,9,0.0
8300,345,449,9,77.08,10,84.8,10,55.31,2,13,16,4,0,10.0
8301,345,668,48,73.79,13,79.76,5,33.29,2,8,8,8,11,0.0
8302,345,176,32,81.7,18,75.92,0,21.7,9,7,2,11,7,0.0
8303,345,529,48,78.13,9,75.45,2,27.65,5,6,2,14,14,0.0
8304,345,833,33,79.11,21,86.72,15,62.28,2,5,6,4,0,0.0
8305,345,571,45,71.8,10,71.69,1,33.97,12,8,4,16,10,0.0
8306,345,476,16,72.16,12,85.42,7,77.77,9,14,4,3,0,0.0
8307,345,939,66,76.12,18,77.81,1,28.76,6,6,7,11,8,0.0
8308,345,434,89,80.98,15,87.05,4,39.75,4,6,6,12,11,0.0
8309,345,348,90,86.9,24,78.84,2,54.49,2,11,9,9,12,0.0
8310,345,942,32,79.36,12,82.51,6,43.68,6,15,11,2,3,0.0
8311,345,748,16,78.03,9,87.26,5,61.87,8,16,16,0,2,0.0
8312,345,147,39,84.48,18,84.66,1,10.58,6,4,1,12,7,0.0
8313,345,825,10,68.41,12,79.93,14,73.66,7,11,13,1,0,0.0
8314,345,212,80,86.32,18,81.11,3,29.59,8,6,4,10,6,0.0
8315,345,756,26,66.66,16,73.6,14,63.02,7,17,11,2,1,0.0
8316,345,211,71,81.04,24,87.42,3,26.56,4,7,6,7,11,0.0
8317,345,827,72,79.66,23,80.13,4,42.05,8,3,9,11,9,0.0
8318,345,468,85,74.54,22,78.2,1,47.51,2,11,6,11,13,0.0
8319,346,728,19,81.4,6,66.48,0,0.0,9,4,0,11,5,0.0
8320,346,213,13,81.92,9,71.18,0,0.0,5,3,0,4,6,0.0
8321,346,610,25,84.29,10,69.59,0,0.0,10,0,1,6,2,0.0
8322,346,582,54,72.34,9,85.48,0,27.51,5,9,5,15,14,0.0
8323,346,723,28,81.38,13,72.53,3,11.28,17,4,1,17,8,0.0
8324,346,689,33,71.43,11,82.23,2,15.43,8,5,2,11,9,0.0
8325,346,449,27,79.43,18,77.45,7,50.45,6,18,11,1,3,0.0
8326,346,668,78,80.73,18,78.46,4,40.1,7,10,10,13,9,0.0
8327,346,176,63,69.15,22,74.82,1,33.35,5,7,5,18,14,0.0
8328,346,529,40,69.05,19,80.28,1,37.26,9,7,3,12,11,0.0
8329,346,833,32,78.82,9,73.33,5,45.3,5,5,13,0,3,0.0
8330,346,571,39,82.85,13,77.5,3,26.36,9,4,1,16,11,0.0
8331,346,476,35,68.91,15,72.63,9,56.34,2,4,18,3,0,0.0
8332,346,939,81,82.81,13,79.32,1,51.21,2,9,5,8,6,0.0
8333,346,434,45,79.45,23,77.67,4,39.93,9,3,6,10,8,0.0
8334,346,348,56,72.32,16,82.71,4,38.89,9,4,6,13,4,0.0
8335,346,942,10,80.56,11,81.16,7,48.1,2,15,11,0,1,0.0
8336,346,748,26,71.62,14,80.07,15,76.56,2,12,18,4,0,0.0
8337,346,147,54,76.76,21,81.32,0,24.71,9,2,5,18,7,0.0
8338,346,825,25,73.04,18,77.39,14,49.45,8,13,9,3,1,0.0
8339,346,212,63,81.15,18,88.44,5,44.65,9,4,8,13,13,0.0
8340,346,756,20,67.48,12,77.31,8,44.08,5,4,12,1,0,0.0
8341,346,211,75,88.01,19,78.51,4,52.16,8,5,4,7,10,0.0
8342,346,827,65,81.99,17,86.15,1,40.46,4,4,9,8,6,0.0
8343,346,468,68,76.6,26,86.05,4,23.65,6,6,5,11,9,0.0
