ID_Objectif,ID_Joueur,Saison,Objectif_Type,Valeur_Cible,Unite
1031,664,2024-2025,Précision_Passes,89.31,%
1032,664,2024-2025,Tirs_Cadrés,42.51,%
1033,66,2024-2025,Distance_Parcourue_Match,9.83,km
1034,66,2024-2025,Vitesse_Max,32.4,km/h
1035,66,2024-2025,Conversion_Tirs_Buts,33.07,%
1036,77,2024-2025,Distance_Parcourue_Match,8.75,km
1037,77,2024-2025,Précision_Passes,80.68,%
1038,77,2024-2025,Tacles_Réussis,61.98,%
1039,658,2024-2025,Précision_Passes,71.42,%
1040,658,2024-2025,Minutes_Totales,1527.0,minutes
1041,89,2024-2025,Distance_Parcourue_Match,9.83,km
1042,89,2024-2025,Vitesse_Max,32.4,km/h
1043,89,2024-2025,Conversion_Tirs_Buts,33.07,%
1044,897,2024-2025,Distance_Parcourue_Match,9.83,km
1045,897,2024-2025,Vitesse_Max,32.4,km/h
1046,897,2024-2025,Conversion_Tirs_Buts,33.07,%
1047,726,2024-2025,Distance_Parcourue_Match,10.19,km
1048,726,2024-2025,Précision_Passes,89.31,%
1049,726,2024-2025,Tirs_Cadrés,42.51,%
1050,849,2024-2025,Distance_Parcourue_Match,10.19,km
1051,849,2024-2025,Précision_Passes,89.31,%
1052,849,2024-2025,Tirs_Cadrés,42.51,%
1053,30,2024-2025,Distance_Parcourue_Match,9.83,km
1054,30,2024-2025,Vitesse_Max,32.4,km/h
1055,30,2024-2025,Conversion_Tirs_Buts,33.07,%
1056,809,2024-2025,Distance_Parcourue_Match,9.83,km
1057,809,2024-2025,Vitesse_Max,32.4,km/h
1058,809,2024-2025,Conversion_Tirs_Buts,33.07,%
1059,489,2024-2025,Précision_Passes,71.42,%
1060,489,2024-2025,Minutes_Totales,1527.0,minutes
1061,886,2024-2025,Précision_Passes,71.42,%
1062,886,2024-2025,Minutes_Totales,1527.0,minutes
1063,491,2024-2025,Distance_Parcourue_Match,10.19,km
1064,491,2024-2025,Précision_Passes,89.31,%
1065,491,2024-2025,Tirs_Cadrés,42.51,%
1066,697,2024-2025,Précision_Passes,71.42,%
1067,697,2024-2025,Minutes_Totales,1527.0,minutes
1068,567,2024-2025,Précision_Passes,71.42,%
1069,567,2024-2025,Minutes_Totales,1527.0,minutes
1070,786,2024-2025,Précision_Passes,71.42,%
1071,786,2024-2025,Minutes_Totales,1527.0,minutes
1072,428,2024-2025,Distance_Parcourue_Match,9.83,km
1073,428,2024-2025,Vitesse_Max,32.4,km/h
1074,428,2024-2025,Conversion_Tirs_Buts,33.07,%
1075,188,2024-2025,Distance_Parcourue_Match,9.83,km
1076,188,2024-2025,Vitesse_Max,32.4,km/h
1077,188,2024-2025,Conversion_Tirs_Buts,33.07,%
1078,286,2024-2025,Distance_Parcourue_Match,8.75,km
1079,286,2024-2025,Précision_Passes,80.68,%
1080,286,2024-2025,Tacles_Réussis,61.98,%
1081,628,2024-2025,Distance_Parcourue_Match,10.19,km
1082,628,2024-2025,Précision_Passes,89.31,%
1083,628,2024-2025,Tirs_Cadrés,42.51,%
1084,774,2024-2025,Distance_Parcourue_Match,9.83,km
1085,774,2024-2025,Vitesse_Max,32.4,km/h
1086,774,2024-2025,Conversion_Tirs_Buts,33.07,%
1087,843,2024-2025,Précision_Passes,71.42,%
1088,843,2024-2025,Minutes_Totales,1527.0,minutes
1089,313,2024-2025,Distance_Parcourue_Match,8.75,km
1090,313,2024-2025,Précision_Passes,80.68,%
1091,313,2024-2025,Tacles_Réussis,61.98,%
1092,213,2024-2025,Précision_Passes,71.42,%
1093,213,2024-2025,Minutes_Totales,1527.0,minutes
1094,311,2024-2025,Distance_Parcourue_Match,9.83,km
1095,311,2024-2025,Vitesse_Max,32.4,km/h
1096,311,2024-2025,Conversion_Tirs_Buts,33.07,%
1097,968,2024-2025,Distance_Parcourue_Match,8.75,km
1098,968,2024-2025,Précision_Passes,80.68,%
1099,968,2024-2025,Tacles_Réussis,61.98,%
1100,249,2024-2025,Distance_Parcourue_Match,8.75,km
1101,249,2024-2025,Précision_Passes,80.68,%
1102,249,2024-2025,Tacles_Réussis,61.98,%
1103,588,2024-2025,Distance_Parcourue_Match,9.83,km
1104,588,2024-2025,Vitesse_Max,32.4,km/h
1105,588,2024-2025,Conversion_Tirs_Buts,33.07,%
1106,168,2024-2025,Précision_Passes,71.42,%
1107,168,2024-2025,Minutes_Totales,1527.0,minutes
1108,610,2024-2025,Précision_Passes,71.42,%
1109,610,2024-2025,Minutes_Totales,1527.0,minutes
1110,145,2024-2025,Distance_Parcourue_Match,9.83,km
1111,145,2024-2025,Vitesse_Max,32.4,km/h
1112,145,2024-2025,Conversion_Tirs_Buts,33.07,%
1113,204,2024-2025,Distance_Parcourue_Match,10.19,km
1114,204,2024-2025,Précision_Passes,89.31,%
1115,204,2024-2025,Tirs_Cadrés,42.51,%
1116,654,2024-2025,Distance_Parcourue_Match,9.83,km
1117,654,2024-2025,Vitesse_Max,32.4,km/h
1118,654,2024-2025,Conversion_Tirs_Buts,33.07,%
1119,893,2024-2025,Distance_Parcourue_Match,10.19,km
1120,893,2024-2025,Précision_Passes,89.31,%
1121,893,2024-2025,Tirs_Cadrés,42.51,%
1122,236,2024-2025,Distance_Parcourue_Match,10.19,km
1123,236,2024-2025,Précision_Passes,89.31,%
1124,236,2024-2025,Tirs_Cadrés,42.51,%
1125,917,2024-2025,Distance_Parcourue_Match,8.75,km
1126,917,2024-2025,Précision_Passes,80.68,%
1127,917,2024-2025,Tacles_Réussis,61.98,%
1128,617,2024-2025,Précision_Passes,71.42,%
1129,617,2024-2025,Minutes_Totales,1527.0,minutes
1130,509,2024-2025,Distance_Parcourue_Match,10.19,km
1131,509,2024-2025,Précision_Passes,89.31,%
1132,509,2024-2025,Tirs_Cadrés,42.51,%
1133,354,2024-2025,Distance_Parcourue_Match,9.83,km
1134,354,2024-2025,Vitesse_Max,32.4,km/h
1135,354,2024-2025,Conversion_Tirs_Buts,33.07,%
1136,79,2024-2025,Distance_Parcourue_Match,8.75,km
1137,79,2024-2025,Précision_Passes,80.68,%
1138,79,2024-2025,Tacles_Réussis,61.98,%
1139,582,2024-2025,Distance_Parcourue_Match,8.75,km
1140,582,2024-2025,Précision_Passes,80.68,%
1141,582,2024-2025,Tacles_Réussis,61.98,%
1142,316,2024-2025,Distance_Parcourue_Match,10.19,km
1143,316,2024-2025,Précision_Passes,89.31,%
1144,316,2024-2025,Tirs_Cadrés,42.51,%
1145,205,2024-2025,Distance_Parcourue_Match,10.19,km
1146,205,2024-2025,Précision_Passes,89.31,%
1147,205,2024-2025,Tirs_Cadrés,42.51,%
1148,565,2024-2025,Distance_Parcourue_Match,9.83,km
1149,565,2024-2025,Vitesse_Max,32.4,km/h
1150,565,2024-2025,Conversion_Tirs_Buts,33.07,%
1151,723,2024-2025,Distance_Parcourue_Match,8.75,km
1152,723,2024-2025,Précision_Passes,80.68,%
1153,723,2024-2025,Tacles_Réussis,61.98,%
1154,301,2024-2025,Distance_Parcourue_Match,8.75,km
1155,301,2024-2025,Précision_Passes,80.68,%
1156,301,2024-2025,Tacles_Réussis,61.98,%
1157,689,2024-2025,Distance_Parcourue_Match,8.75,km
1158,689,2024-2025,Précision_Passes,80.68,%
1159,689,2024-2025,Tacles_Réussis,61.98,%
1160,767,2024-2025,Distance_Parcourue_Match,8.75,km
1161,767,2024-2025,Précision_Passes,80.68,%
1162,767,2024-2025,Tacles_Réussis,61.98,%
1163,409,2024-2025,Distance_Parcourue_Match,9.83,km
1164,409,2024-2025,Vitesse_Max,32.4,km/h
1165,409,2024-2025,Conversion_Tirs_Buts,33.07,%
1166,829,2024-2025,Précision_Passes,71.42,%
1167,829,2024-2025,Minutes_Totales,1527.0,minutes
1168,449,2024-2025,Distance_Parcourue_Match,9.83,km
1169,449,2024-2025,Vitesse_Max,32.4,km/h
1170,449,2024-2025,Conversion_Tirs_Buts,33.07,%
1171,219,2024-2025,Distance_Parcourue_Match,8.75,km
1172,219,2024-2025,Précision_Passes,80.68,%
1173,219,2024-2025,Tacles_Réussis,61.98,%
1174,260,2024-2025,Distance_Parcourue_Match,9.83,km
1175,260,2024-2025,Vitesse_Max,32.4,km/h
1176,260,2024-2025,Conversion_Tirs_Buts,33.07,%
1177,982,2024-2025,Distance_Parcourue_Match,8.75,km
1178,982,2024-2025,Précision_Passes,80.68,%
1179,982,2024-2025,Tacles_Réussis,61.98,%
1180,432,2024-2025,Distance_Parcourue_Match,8.75,km
1181,432,2024-2025,Précision_Passes,80.68,%
1182,432,2024-2025,Tacles_Réussis,61.98,%
1183,42,2024-2025,Distance_Parcourue_Match,10.19,km
1184,42,2024-2025,Précision_Passes,89.31,%
1185,42,2024-2025,Tirs_Cadrés,42.51,%
1186,587,2024-2025,Distance_Parcourue_Match,10.19,km
1187,587,2024-2025,Précision_Passes,89.31,%
1188,587,2024-2025,Tirs_Cadrés,42.51,%
1189,297,2024-2025,Distance_Parcourue_Match,8.75,km
1190,297,2024-2025,Précision_Passes,80.68,%
1191,297,2024-2025,Tacles_Réussis,61.98,%
1192,669,2024-2025,Distance_Parcourue_Match,10.19,km
1193,669,2024-2025,Précision_Passes,89.31,%
1194,669,2024-2025,Tirs_Cadrés,42.51,%
1195,578,2024-2025,Distance_Parcourue_Match,10.19,km
1196,578,2024-2025,Précision_Passes,89.31,%
1197,578,2024-2025,Tirs_Cadrés,42.51,%
1198,810,2024-2025,Distance_Parcourue_Match,10.19,km
1199,810,2024-2025,Précision_Passes,89.31,%
1200,810,2024-2025,Tirs_Cadrés,42.51,%
1201,550,2024-2025,Distance_Parcourue_Match,8.75,km
1202,550,2024-2025,Précision_Passes,80.68,%
1203,550,2024-2025,Tacles_Réussis,61.98,%
1204,275,2024-2025,Distance_Parcourue_Match,10.19,km
1205,275,2024-2025,Précision_Passes,89.31,%
1206,275,2024-2025,Tirs_Cadrés,42.51,%
1207,104,2024-2025,Distance_Parcourue_Match,10.19,km
1208,104,2024-2025,Précision_Passes,89.31,%
1209,104,2024-2025,Tirs_Cadrés,42.51,%
1210,472,2024-2025,Distance_Parcourue_Match,9.83,km
1211,472,2024-2025,Vitesse_Max,32.4,km/h
1212,472,2024-2025,Conversion_Tirs_Buts,33.07,%
1213,862,2024-2025,Distance_Parcourue_Match,9.83,km
1214,862,2024-2025,Vitesse_Max,32.4,km/h
1215,862,2024-2025,Conversion_Tirs_Buts,33.07,%
1216,668,2024-2025,Distance_Parcourue_Match,10.19,km
1217,668,2024-2025,Précision_Passes,89.31,%
1218,668,2024-2025,Tirs_Cadrés,42.51,%
1219,162,2024-2025,Distance_Parcourue_Match,10.19,km
1220,162,2024-2025,Précision_Passes,89.31,%
1221,162,2024-2025,Tirs_Cadrés,42.51,%
1222,621,2024-2025,Distance_Parcourue_Match,8.75,km
1223,621,2024-2025,Précision_Passes,80.68,%
1224,621,2024-2025,Tacles_Réussis,61.98,%
1225,176,2024-2025,Distance_Parcourue_Match,8.75,km
1226,176,2024-2025,Précision_Passes,80.68,%
1227,176,2024-2025,Tacles_Réussis,61.98,%
1228,115,2024-2025,Distance_Parcourue_Match,8.75,km
1229,115,2024-2025,Précision_Passes,80.68,%
1230,115,2024-2025,Tacles_Réussis,61.98,%
1231,98,2024-2025,Distance_Parcourue_Match,10.19,km
1232,98,2024-2025,Précision_Passes,89.31,%
1233,98,2024-2025,Tirs_Cadrés,42.51,%
1234,879,2024-2025,Distance_Parcourue_Match,9.83,km
1235,879,2024-2025,Vitesse_Max,32.4,km/h
1236,879,2024-2025,Conversion_Tirs_Buts,33.07,%
1237,666,2024-2025,Distance_Parcourue_Match,8.75,km
1238,666,2024-2025,Précision_Passes,80.68,%
1239,666,2024-2025,Tacles_Réussis,61.98,%
1240,445,2024-2025,Distance_Parcourue_Match,10.19,km
1241,445,2024-2025,Précision_Passes,89.31,%
1242,445,2024-2025,Tirs_Cadrés,42.51,%
1243,164,2024-2025,Distance_Parcourue_Match,10.19,km
1244,164,2024-2025,Précision_Passes,89.31,%
1245,164,2024-2025,Tirs_Cadrés,42.51,%
1246,242,2024-2025,Distance_Parcourue_Match,10.19,km
1247,242,2024-2025,Précision_Passes,89.31,%
1248,242,2024-2025,Tirs_Cadrés,42.51,%
1249,527,2024-2025,Distance_Parcourue_Match,9.83,km
1250,527,2024-2025,Vitesse_Max,32.4,km/h
1251,527,2024-2025,Conversion_Tirs_Buts,33.07,%
1252,906,2024-2025,Distance_Parcourue_Match,10.19,km
1253,906,2024-2025,Précision_Passes,89.31,%
1254,906,2024-2025,Tirs_Cadrés,42.51,%
1255,469,2024-2025,Distance_Parcourue_Match,10.19,km
1256,469,2024-2025,Précision_Passes,89.31,%
1257,469,2024-2025,Tirs_Cadrés,42.51,%
1258,646,2024-2025,Distance_Parcourue_Match,10.19,km
1259,646,2024-2025,Précision_Passes,89.31,%
1260,646,2024-2025,Tirs_Cadrés,42.51,%
1261,261,2024-2025,Distance_Parcourue_Match,10.19,km
1262,261,2024-2025,Précision_Passes,89.31,%
1263,261,2024-2025,Tirs_Cadrés,42.51,%
1264,47,2024-2025,Distance_Parcourue_Match,8.75,km
1265,47,2024-2025,Précision_Passes,80.68,%
1266,47,2024-2025,Tacles_Réussis,61.98,%
1267,753,2024-2025,Distance_Parcourue_Match,8.75,km
1268,753,2024-2025,Précision_Passes,80.68,%
1269,753,2024-2025,Tacles_Réussis,61.98,%
1270,793,2024-2025,Distance_Parcourue_Match,9.83,km
1271,793,2024-2025,Vitesse_Max,32.4,km/h
1272,793,2024-2025,Conversion_Tirs_Buts,33.07,%
1273,826,2024-2025,Distance_Parcourue_Match,9.83,km
1274,826,2024-2025,Vitesse_Max,32.4,km/h
1275,826,2024-2025,Conversion_Tirs_Buts,33.07,%
1276,229,2024-2025,Distance_Parcourue_Match,9.83,km
1277,229,2024-2025,Vitesse_Max,32.4,km/h
1278,229,2024-2025,Conversion_Tirs_Buts,33.07,%
1279,811,2024-2025,Distance_Parcourue_Match,8.75,km
1280,811,2024-2025,Précision_Passes,80.68,%
1281,811,2024-2025,Tacles_Réussis,61.98,%
1282,269,2024-2025,Distance_Parcourue_Match,9.83,km
1283,269,2024-2025,Vitesse_Max,32.4,km/h
1284,269,2024-2025,Conversion_Tirs_Buts,33.07,%
1285,101,2024-2025,Distance_Parcourue_Match,10.19,km
1286,101,2024-2025,Précision_Passes,89.31,%
1287,101,2024-2025,Tirs_Cadrés,42.51,%
1288,359,2024-2025,Distance_Parcourue_Match,9.83,km
1289,359,2024-2025,Vitesse_Max,32.4,km/h
1290,359,2024-2025,Conversion_Tirs_Buts,33.07,%
1291,11,2024-2025,Distance_Parcourue_Match,8.75,km
1292,11,2024-2025,Précision_Passes,80.68,%
1293,11,2024-2025,Tacles_Réussis,61.98,%
1294,461,2024-2025,Distance_Parcourue_Match,8.75,km
1295,461,2024-2025,Précision_Passes,80.68,%
1296,461,2024-2025,Tacles_Réussis,61.98,%
1297,802,2024-2025,Distance_Parcourue_Match,10.19,km
1298,802,2024-2025,Précision_Passes,89.31,%
1299,802,2024-2025,Tirs_Cadrés,42.51,%
1300,871,2024-2025,Distance_Parcourue_Match,8.75,km
1301,871,2024-2025,Précision_Passes,80.68,%
1302,871,2024-2025,Tacles_Réussis,61.98,%
1303,561,2024-2025,Distance_Parcourue_Match,10.19,km
1304,561,2024-2025,Précision_Passes,89.31,%
1305,561,2024-2025,Tirs_Cadrés,42.51,%
1306,931,2024-2025,Distance_Parcourue_Match,9.83,km
1307,931,2024-2025,Vitesse_Max,32.4,km/h
1308,931,2024-2025,Conversion_Tirs_Buts,33.07,%
1309,376,2024-2025,Distance_Parcourue_Match,10.19,km
1310,376,2024-2025,Précision_Passes,89.31,%
1311,376,2024-2025,Tirs_Cadrés,42.51,%
1312,529,2024-2025,Distance_Parcourue_Match,8.75,km
1313,529,2024-2025,Précision_Passes,80.68,%
1314,529,2024-2025,Tacles_Réussis,61.98,%
1315,680,2024-2025,Distance_Parcourue_Match,8.75,km
1316,680,2024-2025,Précision_Passes,80.68,%
1317,680,2024-2025,Tacles_Réussis,61.98,%
1318,833,2024-2025,Distance_Parcourue_Match,9.83,km
1319,833,2024-2025,Vitesse_Max,32.4,km/h
1320,833,2024-2025,Conversion_Tirs_Buts,33.07,%
1321,657,2024-2025,Distance_Parcourue_Match,8.75,km
1322,657,2024-2025,Précision_Passes,80.68,%
1323,657,2024-2025,Tacles_Réussis,61.98,%
1324,571,2024-2025,Distance_Parcourue_Match,8.75,km
1325,571,2024-2025,Précision_Passes,80.68,%
1326,571,2024-2025,Tacles_Réussis,61.98,%
1327,832,2024-2025,Distance_Parcourue_Match,10.19,km
1328,832,2024-2025,Précision_Passes,89.31,%
1329,832,2024-2025,Tirs_Cadrés,42.51,%
1330,215,2024-2025,Distance_Parcourue_Match,9.83,km
1331,215,2024-2025,Vitesse_Max,32.4,km/h
1332,215,2024-2025,Conversion_Tirs_Buts,33.07,%
1333,757,2024-2025,Distance_Parcourue_Match,10.19,km
1334,757,2024-2025,Précision_Passes,89.31,%
1335,757,2024-2025,Tirs_Cadrés,42.51,%
1336,884,2024-2025,Distance_Parcourue_Match,10.19,km
1337,884,2024-2025,Précision_Passes,89.31,%
1338,884,2024-2025,Tirs_Cadrés,42.51,%
1339,93,2024-2025,Distance_Parcourue_Match,8.75,km
1340,93,2024-2025,Précision_Passes,80.68,%
1341,93,2024-2025,Tacles_Réussis,61.98,%
1342,476,2024-2025,Distance_Parcourue_Match,9.83,km
1343,476,2024-2025,Vitesse_Max,32.4,km/h
1344,476,2024-2025,Conversion_Tirs_Buts,33.07,%
1345,939,2024-2025,Distance_Parcourue_Match,10.19,km
1346,939,2024-2025,Précision_Passes,89.31,%
1347,939,2024-2025,Tirs_Cadrés,42.51,%
1348,434,2024-2025,Distance_Parcourue_Match,10.19,km
1349,434,2024-2025,Précision_Passes,89.31,%
1350,434,2024-2025,Tirs_Cadrés,42.51,%
1351,892,2024-2025,Distance_Parcourue_Match,8.75,km
1352,892,2024-2025,Précision_Passes,80.68,%
1353,892,2024-2025,Tacles_Réussis,61.98,%
1354,348,2024-2025,Distance_Parcourue_Match,10.19,km
1355,348,2024-2025,Précision_Passes,89.31,%
1356,348,2024-2025,Tirs_Cadrés,42.51,%
1357,87,2024-2025,Distance_Parcourue_Match,8.75,km
1358,87,2024-2025,Précision_Passes,80.68,%
1359,87,2024-2025,Tacles_Réussis,61.98,%
1360,942,2024-2025,Distance_Parcourue_Match,9.83,km
1361,942,2024-2025,Vitesse_Max,32.4,km/h
1362,942,2024-2025,Conversion_Tirs_Buts,33.07,%
1363,152,2024-2025,Distance_Parcourue_Match,10.19,km
1364,152,2024-2025,Précision_Passes,89.31,%
1365,152,2024-2025,Tirs_Cadrés,42.51,%
1366,748,2024-2025,Distance_Parcourue_Match,9.83,km
1367,748,2024-2025,Vitesse_Max,32.4,km/h
1368,748,2024-2025,Conversion_Tirs_Buts,33.07,%
1369,56,2024-2025,Distance_Parcourue_Match,10.19,km
1370,56,2024-2025,Précision_Passes,89.31,%
1371,56,2024-2025,Tirs_Cadrés,42.51,%
1372,147,2024-2025,Distance_Parcourue_Match,8.75,km
1373,147,2024-2025,Précision_Passes,80.68,%
1374,147,2024-2025,Tacles_Réussis,61.98,%
1375,270,2024-2025,Distance_Parcourue_Match,10.19,km
1376,270,2024-2025,Précision_Passes,89.31,%
1377,270,2024-2025,Tirs_Cadrés,42.51,%
1378,914,2024-2025,Distance_Parcourue_Match,8.75,km
1379,914,2024-2025,Précision_Passes,80.68,%
1380,914,2024-2025,Tacles_Réussis,61.98,%
1381,393,2024-2025,Distance_Parcourue_Match,10.19,km
1382,393,2024-2025,Précision_Passes,89.31,%
1383,393,2024-2025,Tirs_Cadrés,42.51,%
1384,825,2024-2025,Distance_Parcourue_Match,9.83,km
1385,825,2024-2025,Vitesse_Max,32.4,km/h
1386,825,2024-2025,Conversion_Tirs_Buts,33.07,%
1387,212,2024-2025,Distance_Parcourue_Match,10.19,km
1388,212,2024-2025,Précision_Passes,89.31,%
1389,212,2024-2025,Tirs_Cadrés,42.51,%
1390,756,2024-2025,Distance_Parcourue_Match,9.83,km
1391,756,2024-2025,Vitesse_Max,32.4,km/h
1392,756,2024-2025,Conversion_Tirs_Buts,33.07,%
1393,211,2024-2025,Distance_Parcourue_Match,10.19,km
1394,211,2024-2025,Précision_Passes,89.31,%
1395,211,2024-2025,Tirs_Cadrés,42.51,%
1396,827,2024-2025,Distance_Parcourue_Match,10.19,km
1397,827,2024-2025,Précision_Passes,89.31,%
1398,827,2024-2025,Tirs_Cadrés,42.51,%
1399,124,2024-2025,Distance_Parcourue_Match,8.75,km
1400,124,2024-2025,Précision_Passes,80.68,%
1401,124,2024-2025,Tacles_Réussis,61.98,%
1402,468,2024-2025,Distance_Parcourue_Match,10.19,km
1403,468,2024-2025,Précision_Passes,89.31,%
1404,468,2024-2025,Tirs_Cadrés,42.51,%
1405,341,2024-2025,Distance_Parcourue_Match,9.83,km
1406,341,2024-2025,Vitesse_Max,32.4,km/h
1407,341,2024-2025,Conversion_Tirs_Buts,33.07,%
1408,974,2024-2025,Distance_Parcourue_Match,8.75,km
1409,974,2024-2025,Précision_Passes,80.68,%
1410,974,2024-2025,Tacles_Réussis,61.98,%
1411,439,2024-2025,Distance_Parcourue_Match,10.19,km
1412,439,2024-2025,Précision_Passes,89.31,%
1413,439,2024-2025,Tirs_Cadrés,42.51,%
1414,818,2024-2025,Distance_Parcourue_Match,10.19,km
1415,818,2024-2025,Précision_Passes,89.31,%
1416,818,2024-2025,Tirs_Cadrés,42.51,%
1417,688,2024-2025,Distance_Parcourue_Match,8.75,km
1418,688,2024-2025,Précision_Passes,80.68,%
1419,688,2024-2025,Tacles_Réussis,61.98,%
1420,807,2024-2025,Distance_Parcourue_Match,8.75,km
1421,807,2024-2025,Précision_Passes,80.68,%
1422,807,2024-2025,Tacles_Réussis,61.98,%
1423,180,2024-2025,Distance_Parcourue_Match,8.75,km
1424,180,2024-2025,Précision_Passes,80.68,%
1425,180,2024-2025,Tacles_Réussis,61.98,%
1426,607,2024-2025,Distance_Parcourue_Match,10.19,km
1427,607,2024-2025,Précision_Passes,89.31,%
1428,607,2024-2025,Tirs_Cadrés,42.51,%
1429,895,2024-2025,Distance_Parcourue_Match,10.19,km
1430,895,2024-2025,Précision_Passes,89.31,%
1431,895,2024-2025,Tirs_Cadrés,42.51,%
1432,678,2024-2025,Distance_Parcourue_Match,10.19,km
1433,678,2024-2025,Précision_Passes,89.31,%
1434,678,2024-2025,Tirs_Cadrés,42.51,%
1435,107,2024-2025,Distance_Parcourue_Match,8.75,km
1436,107,2024-2025,Précision_Passes,80.68,%
1437,107,2024-2025,Tacles_Réussis,61.98,%
1438,32,2024-2025,Distance_Parcourue_Match,10.19,km
1439,32,2024-2025,Précision_Passes,89.31,%
1440,32,2024-2025,Tirs_Cadrés,42.51,%
1441,881,2024-2025,Distance_Parcourue_Match,8.75,km
1442,881,2024-2025,Précision_Passes,80.68,%
1443,881,2024-2025,Tacles_Réussis,61.98,%
1444,600,2024-2025,Distance_Parcourue_Match,10.19,km
1445,600,2024-2025,Précision_Passes,89.31,%
1446,600,2024-2025,Tirs_Cadrés,42.51,%
1447,836,2024-2025,Distance_Parcourue_Match,9.83,km
1448,836,2024-2025,Vitesse_Max,32.4,km/h
1449,836,2024-2025,Conversion_Tirs_Buts,33.07,%
1450,88,2024-2025,Distance_Parcourue_Match,9.83,km
1451,88,2024-2025,Vitesse_Max,32.4,km/h
1452,88,2024-2025,Conversion_Tirs_Buts,33.07,%
1453,285,2024-2025,Distance_Parcourue_Match,9.83,km
1454,285,2024-2025,Vitesse_Max,32.4,km/h
1455,285,2024-2025,Conversion_Tirs_Buts,33.07,%
1456,718,2024-2025,Distance_Parcourue_Match,9.83,km
1457,718,2024-2025,Vitesse_Max,32.4,km/h
1458,718,2024-2025,Conversion_Tirs_Buts,33.07,%
